Majority protein IDs,Protein ID,logFC,PValue,FDR,Fold_change,Gene names,C1,C2,C3,C4,C5,average_C_lfq,R1,R2,R3,R4,R5,average_R_lfq,MS/MS count C1,MS/MS count C2,MS/MS count C3,MS/MS count C4,MS/MS count C5,MS_C_average,MS/MS count R1,MS/MS count R2,MS/MS count R3,MS/MS count R4,MS/MS count R5,MS_R_average
P49242;M0R6L4,P49242,-0.064801307,0.95893401,0.999991107,0.956076983,Rps3a;LOC100365839,1253600000,1.37E+09,1066800000,1106500000,1140700000,1187120000,1177500000,1129900000,1140500000,1236100000,924060000,1121612000,50,57,60,50,41,51.6,40,57,51,50,50,49.6
P49793,P49793,-0.123938605,0.921558281,0.999991107,0.917678934,Nup98,63283000,66370000,78019000,82900000,91405000,76395400,61739000,69375000,76575000,69188000,69101000,69195600,6,11,11,11,16,11,4,8,7,10,7,7.2
P50137,P50137,-0.48853787,0.698542549,0.999991107,0.712747081,Tkt,6670400000,9091800000,8660300000,5583600000,8047600000,7610740000,6917800000,6.06E+09,4916200000,3938900000,4937100000,5354000000,198,259,265,290,291,260.6,214,219,221,213,193,212
P50398;Q5BK95,P50398,-0.09833023,0.937725244,0.999991107,0.934113506,Gdi1,1138700000,844770000,953420000,892760000,899040000,945738000,856840000,902160000,990300000,800610000,812040000,872390000,49,56,56,48,57,53.2,44,44,40,40,45,42.6
P50399,P50399,-0.007082243,0.995509683,0.999991107,0.995102993,Gdi2,3336100000,3068900000,3209200000,3149800000,3000800000,3152960000,3090900000,3119100000,3327400000,3191800000,2765200000,3098880000,195,212,186,149,143,177,177,162,153,139,132,152.6
P50475,P50475,0.190030391,0.880014696,0.999991107,1.140787747,Aars,829190000,917800000,968330000,1038300000,944030000,939530000,928400000,1.02E+09,1117200000,1192400000,1037200000,1058240000,40,52,45,61,50,49.6,42,46,43,54,46,46.2
P50503,P50503,-0.001597181,0.998987342,0.999991107,0.998893531,St13,540770000,558850000,522440000,536490000,478450000,527400000,490700000,501100000,573940000,513120000,5.21E+08,519972000,28,30,31,24,26,27.8,22,30,23,24,29,25.6
P50554,P50554,-0.843094351,0.505873624,0.999991107,0.557446652,Abat,966370000,939150000,925640000,1049500000,982440000,972620000,532760000,573360000,612590000,495230000,462220000,535232000,69,84,79,53,59,68.8,37,40,31,30,26,32.8
P51583;F8WFR8;A0A0G2K5S4,P51583,0.021963935,0.986075017,0.999991107,1.015340719,Paics;LOC100359876,725340000,730080000,675450000,760880000,728620000,724074000,679030000,685120000,743580000,797700000,724530000,725992000,43,43,41,32,42,40.2,36,36,37,31,35,35
P51635,P51635,0.261186727,0.835691948,0.999991107,1.198464128,Akr1a1,299720000,301450000,261180000,323270000,305600000,298244000,339690000,371270000,346440000,364370000,342900000,352934000,25,31,19,22,28,25,19,26,21,20,14,20
P52555,P52555,0.302793196,0.810027691,0.999991107,1.233530336,Erp29,195790000,201860000,229550000,206940000,188170000,204462000,253160000,280500000,242930000,221310000,246590000,248898000,20,18,23,19,18,19.6,28,21,18,10,15,18.4
P52631,P52631,1.44707213,0.259712616,0.999991107,2.726541529,Stat3,413400000,483820000,474600000,488050000,449770000,461928000,1.13E+09,1.14E+09,1302300000,1452800000,1198900000,1243800000,26,34,30,28,24,28.4,49,51,49,54,45,49.6
P52759,P52759,-0.999234372,0.431691517,0.999991107,0.500265417,Hrsp12,34220000,33138000,40281000,33116000,29970000,34145000,24090000,31899000,0,0,28008000,16799400,3,3,5,4,4,3.8,3,2,0,0,3,1.6
P52925;D3ZS25;D3ZN59,P52925,-0.771939104,0.541987556,0.999991107,0.585629809,Hmgb2;RGD1561694;LOC100911856,530260000,667290000,661880000,778090000,610290000,649562000,416200000,403370000,334380000,392320000,331440000,375542000,23,25,26,25,21,24,17,22,13,12,12,15.2
P53987,P53987,1.465330862,0.25397974,0.999991107,2.761267892,Slc16a1,62508000,63201000,71794000,79866000,65504000,68574600,143070000,208040000,183850000,199040000,200400000,186880000,4,2,5,4,4,3.8,10,13,12,10,11,11.2
P54001,P54001,1.215972349,0.340843096,0.999991107,2.322972941,P4ha1,0,48668000,34889000,19302000,29161000,26404000,83541000,62772000,60553000,51092000,44457000,60483000,0,7,5,3,3,3.6,8,11,11,10,7,9.4
P54311,P54311,-0.176926942,0.888226541,0.999991107,0.88458523,Gnb1,592750000,622720000,501160000,569170000,579010000,572962000,579010000,558750000,541150000,469130000,355470000,500702000,31,30,25,24,26,27.2,24,25,22,14,19,20.8
P54313;Q45QL6;Q91XL4,P54313,-0.084289806,0.9466016,0.999991107,0.943248754,Gnb2,1597800000,1.60E+09,1.33E+09,1448600000,1508100000,1496900000,1306900000,1520100000,1283700000,1568400000,1297200000,1395260000,71,65,58,52,52,59.6,43,45,38,40,46,42.4
P54319,P54319,0.03482624,0.977922264,0.999991107,1.024433432,Plaa,302360000,360570000,341420000,358340000,354030000,343344000,351440000,357330000,3.59E+08,330450000,337450000,347134000,23,28,27,28,31,27.4,23,22,28,32,27,26.4
P54921,P54921,0.038230357,0.975764954,0.999991107,1.026853492,Napa,97532000,105540000,85845000,95652000,96060000,96125800,87631000,100590000,108700000,95586000,94702000,97441800,20,19,15,10,15,15.8,19,17,10,15,14,15
P55051,P55051,-0.666027856,0.598243604,0.999991107,0.630239527,Fabp7,8847400000,7269600000,8529400000,7515200000,7.85E+09,8003120000,5960700000,4.31E+09,5314300000,4154800000,5.15E+09,4977360000,288,228,276,254,221,253.4,213,170,198,160,161,180.4
P55053;Q2XTA4,P55053,0.666726138,0.597863353,0.999991107,1.58746649,Fabp5,1125900000,1111100000,1239400000,955040000,976760000,1081640000,1995100000,1613500000,1536800000,1689100000,1644500000,1695800000,44,44,41,37,33,39.8,62,55,52,45,54,53.6
P55213,P55213,-0.637448286,0.613908433,0.999991107,0.642848959,Casp3,30740000,29409000,28286000,27472000,30681000,29317600,0,30533000,30121000,32877000,0,18706200,6,5,4,4,5,4.8,3,5,2,3,4,3.4
P55770,P55770,-0.176436809,0.888533966,0.999991107,0.884885805,Nhp2l1,77073000,68084000,87778000,73087000,75531000,76310600,80192000,63652000,63291000,65182000,61135000,66690400,10,9,8,7,7,8.2,9,8,8,4,6,7
P56571,P56571,-0.023031863,0.985398039,0.999991107,0.984162286,NA,290030000,311950000,268060000,268290000,248030000,277272000,293760000,275990000,239300000,278110000,260330000,269498000,29,25,24,21,17,23.2,16,18,14,21,10,15.8
P56574;A0A0G2JUF6,P56574,-0.596545116,0.636666898,0.999991107,0.66133579,Idh2,1680500000,1731300000,1534900000,1544300000,1556900000,1609580000,919960000,1067100000,1216300000,1.11E+09,943440000,1051360000,88,89,86,82,72,83.4,56,69,56,52,54,57.4
P59215-2;P59215,P59215-2,-0.392034063,0.755764602,0.999991107,0.762054422,Gnao1,572090000,563860000,545240000,518650000,578770000,555722000,374330000,431330000,442810000,447520000,395690000,418336000,41,34,36,31,33,35,29,21,25,19,25,23.8
P60123;A0A0G2K0H9,P60123,0.0834,0.947164393,0.999991107,1.059512053,Ruvbl1,449700000,380820000,427890000,394720000,385260000,407678000,411150000,415650000,457190000,418170000,430140000,426460000,29,30,35,31,32,31.4,32,33,28,25,30,29.6
P60192,P60192,0.062953404,0.960103965,0.999991107,1.044602024,Snapin,21765000,18167000,21445000,0,0,12275400,24617000,20597000,0,0,17996000,12642000,2,3,3,2,2,2.4,4,2,2,0,2,2
P60203;Q63436;A0A097BVK2;Q63440,P60203,0.242415738,0.847335449,0.999991107,1.182971845,Plp1,92013000,40891000,37152000,71192000,36728000,55595200,67388000,68617000,82123000,55743000,50866000,64947400,8,7,5,7,7,6.8,9,10,10,5,4,7.6
P60711;A0A0G2K3K2;A1Z0K8,P60711,-0.036012373,0.977170548,0.999991107,0.975347097,Actb,5.88E+10,6.05E+10,5.54E+10,5.60E+10,5.87E+10,57883800000,5.82E+10,5.84E+10,6.28E+10,4.08E+10,5.81E+10,55679000000,1308,1237,1367,1275,1099,1257.2,1381,1308,1261,1147,1149,1249.2
P60892;A0A0G2JSV3;M0RBK1,P60892,-0.020054794,0.987285282,0.999991107,0.986195248,Prps1;Prps1l1,317560000,316260000,237280000,255600000,259520000,277244000,259450000,272530000,311780000,245600000,260180000,269908000,28,28,23,11,20,22,23,22,18,13,13,17.8
P60901;A0A0G2K0D7,P60901,-0.076715658,0.95139307,0.999991107,0.948213831,Psma6,607540000,492180000,559480000,441670000,463600000,512894000,532690000,466790000,4.39E+08,485370000,478370000,480444000,48,44,39,30,31,38.4,40,39,28,27,29,32.6
P60905;A0A0G2JX56,P60905,-1.945749445,0.135461822,0.999991107,0.259579895,Dnajc5,29200000,26253000,20221000,22860000,22195000,24145800,14827000,0,16038000,0,0,6173000,7,2,2,3,2,3.2,2,0,2,0,0,0.8
P61023,P61023,0.384789128,0.760125237,0.999991107,1.30566893,Chp1,18263000,17462000,25818000,0,0,12308600,31371000,0,0,20809000,27239000,15883800,3,4,6,2,0,3,4,0,0,3,2,1.8
P61203;P61203-2,P61203,0.286364903,0.820136296,0.999991107,1.219563521,Cops2,72678000,79707000,70198000,72789000,72983000,73671000,83920000,85324000,97094000,91064000,86124000,88705200,18,14,12,8,11,12.6,13,14,13,11,11,12.4
P61212,P61212,0.24798444,0.843877286,0.999991107,1.187546858,Arl1,55392000,59129000,53690000,47221000,51383000,53363000,69836000,67183000,50177000,59589000,66078000,62572600,11,9,7,5,6,7.6,10,5,4,6,6,6.2
P61227,P61227,-0.569719119,0.651800895,0.999991107,0.673747949,Rap2b,51254000,47626000,53317000,33732000,39406000,45067000,36006000,43611000,31044000,0,38692000,29870600,7,9,8,2,7,6.6,5,8,4,2,2,4.2
P61314,P61314,0.07122692,0.954866505,0.999991107,1.05060978,Rpl15,620880000,526680000,603130000,601500000,570150000,584468000,661300000,572160000,566690000,628630000,603250000,606406000,23,23,25,21,17,21.8,28,28,20,18,13,21.4
P61354;D3ZTK5;M0R7P0,P61354,1.40E-05,0.999991107,0.999991107,1.000009704,Rpl27;RGD1563835;LOC100912027,617400000,517720000,635630000,574200000,581210000,585232000,692960000,555960000,463150000,556370000,620680000,577824000,21,23,24,20,17,21,20,20,19,22,16,19.4
P61589;O35791,P61589,0.038040367,0.975885352,0.999991107,1.026718273,Rhoa,545440000,522440000,514120000,415980000,452780000,490152000,585970000,487750000,452180000,498010000,461970000,497176000,32,31,34,23,18,27.6,34,23,19,22,22,24
P61621,P61621,0.39626961,0.753219148,0.999991107,1.316100454,Sec61a1,135490000,143470000,143460000,135480000,152600000,142100000,170450000,226550000,208220000,185890000,132890000,184800000,17,13,12,14,9,13,14,11,13,11,13,12.4
P61751,P61751,-0.009275268,0.994119276,0.999991107,0.993591497,Arf4,212100000,180160000,2.11E+08,171090000,191280000,193126000,234330000,187730000,180060000,185980000,159930000,189606000,15,8,11,7,8,9.8,10,8,7,5,8,7.6
P61765;P61765-2,P61765,0.149729095,0.905312161,0.999991107,1.10936114,Stxbp1,38978000,47784000,43412000,31065000,43840000,41015800,57898000,53951000,40583000,34332000,37891000,44931000,5,12,7,5,6,7,6,8,6,6,10,7.2
P61805,P61805,0.22047492,0.860991376,0.999991107,1.165117068,Dad1,60471000,50534000,74675000,59349000,70039000,63013600,71497000,64236000,65125000,60862000,100220000,72388000,7,8,9,4,8,7.2,5,6,6,4,5,5.2
P61972,P61972,-0.923305971,0.466875347,0.999991107,0.527299315,Nutf2,121180000,98020000,128620000,84469000,91749000,104807600,56350000,39688000,61259000,58234000,57374000,54581000,10,7,10,9,5,8.2,5,5,7,2,6,5
P61983,P61983,-0.030102682,0.98091604,0.999991107,0.979350591,Ywhag,309450000,302900000,402200000,292830000,416870000,344850000,353080000,414710000,235990000,313710000,350440000,333586000,21,15,21,14,17,17.6,12,18,7,9,12,11.6
P62138;A0A0G2JYS8,P62138,0.271487949,0.829318707,0.999991107,1.2070521,Ppp1ca,143660000,149030000,111270000,153080000,130800000,137568000,153150000,183270000,202800000,147990000,132330000,163908000,17,13,14,11,8,12.6,12,14,9,11,11,11.4
P62142,P62142,0.019663832,0.987533129,0.999991107,1.013723241,Ppp1cb,647870000,646380000,619920000,690970000,635460000,648120000,624880000,733190000,669660000,596300000,618470000,648500000,60,54,47,47,46,50.8,37,55,36,29,37,38.8
P62193,P62193,-0.112205554,0.928961578,0.999991107,0.925172601,Psmc1,698110000,492460000,565770000,477750000,428520000,532522000,516640000,469890000,502930000,462270000,481180000,486582000,27,43,34,40,33,35.4,34,35,30,32,23,30.8
P62198,P62198,-0.00544328,0.996548818,0.999991107,0.996234115,Psmc5,431410000,466530000,432040000,480080000,487080000,459428000,407290000,469800000,503510000,460400000,418500000,451900000,51,53,51,48,46,49.8,37,36,38,41,33,37
P62246;A0A0G2K6I0;D3ZLL8;D3ZZC7;D3ZS61,P62246,0.185784804,0.882673879,0.999991107,1.137435552,Rps15a;LOC691716;Rps15al2;LOC100364191,644920000,513640000,626550000,479860000,495490000,552092000,667490000,491840000,588870000,542400000,806600000,619440000,37,31,38,23,28,31.4,31,23,20,21,24,23.8
P62260,P62260,-0.153126709,0.903174981,0.999991107,0.899299325,Ywhae,7604500000,8309500000,7308700000,7219700000,7363600000,7561200000,6878300000,6398500000,6131900000,7185100000,6980500000,6714860000,350,333,327,279,315,320.8,314,323,254,255,232,275.6
P62275,P62275,-0.280832693,0.823547773,0.999991107,0.823115795,Rps29,95272000,37246000,107340000,35220000,47511000,64517800,63583000,0,60887000,59429000,78243000,52428400,10,7,5,6,6,6.8,4,3,6,3,4,4
P62282;Q6PDV9,P62282,-0.091410231,0.942099084,0.999991107,0.938604817,Rps11,636800000,655370000,693840000,706010000,689430000,676290000,762010000,533570000,526710000,623840000,686410000,626508000,34,30,31,20,30,29,29,25,19,22,23,23.6
P62332,P62332,0.012536625,0.992051569,0.999991107,1.008727592,Arf6,98013000,93851000,96139000,91761000,87872000,93527200,116130000,96605000,81513000,81051000,90355000,93130800,15,12,11,7,8,10.6,10,6,8,6,5,7
P62630;M0R757;F1M6C2,P62630,-0.032300949,0.979522746,0.999991107,0.977859469,Eef1a1;LOC100360413;LOC100360150,2.35E+10,1.91E+10,2.25E+10,1.82E+10,1.77E+10,20183000000,2.08E+10,2.09E+10,2.20E+10,1.76E+10,1.61E+10,19493400000,613,653,555,516,502,567.8,653,533,658,537,491,574.4
P62634,P62634,-0.154709514,0.902179621,0.999991107,0.89831323,Cnbp,136950000,132840000,128150000,120140000,135830000,130782000,155350000,134680000,86827000,104310000,99177000,116068800,6,10,7,5,7,7,5,5,6,4,3,4.6
P62718;F1M0K6,P62718,0.118443663,0.925024585,0.999991107,1.085563157,Rpl18a;RGD1565566,359060000,316100000,364980000,327350000,334700000,340438000,412770000,316400000,332140000,386510000,377130000,364990000,21,17,23,14,17,18.4,27,20,27,17,16,21.4
P62744,P62744,-0.021423692,0.986417491,0.999991107,0.985259942,Ap2s1,63742000,58938000,76329000,64995000,61524000,65105600,70284000,44713000,61119000,70014000,70496000,63325200,10,9,8,4,6,7.4,7,3,4,5,6,5
P62775,P62775,-0.150565768,0.904785803,0.999991107,0.900897097,Mtpn,118210000,112730000,155430000,126320000,123290000,127196000,128760000,90590000,110110000,159970000,77481000,113382200,7,11,12,8,9,9.4,10,6,6,5,4,6.2
P62804,P62804,-0.419228976,0.73947291,0.999991107,0.74782418,Hist1h4b,3.24E+10,2.35E+10,3.53E+10,2.30E+10,2.63E+10,28101800000,2.71E+10,1.30E+10,2.21E+10,1.97E+10,2.18E+10,20748800000,442,330,458,363,290,376.6,368,336,316,294,307,324.2
P62815,P62815,-0.170577947,0.892210205,0.999991107,0.88848668,Atp6v1b2,373430000,272730000,303920000,254700000,240590000,289074000,2.52E+08,237090000,269500000,266810000,243420000,253764000,22,37,37,32,32,32,24,30,28,27,19,25.6
P62828;Q66H11;Q8K586,P62828,-0.346512629,0.783299508,0.999991107,0.786482937,Ran;RGD1306195;Rasl2-9,1930100000,1717500000,1.92E+09,1768200000,1593600000,1785080000,1616900000,1458900000,1228100000,1.41E+09,1225700000,1386920000,57,59,51,47,49,52.6,54,42,43,48,41,45.6
P62832,P62832,0.012438534,0.992113758,0.999991107,1.008659009,Rpl23,593560000,570780000,502340000,542320000,519280000,545656000,630100000,466130000,524350000,619610000,479150000,543868000,20,22,31,24,25,24.4,22,17,19,17,15,18
P62836,P62836,-0.860817677,0.497097496,0.999991107,0.550640383,Rap1a,32231000,0,31844000,22797000,24449000,22264200,29760000,30911000,0,0,0,12134200,7,0,2,3,2,2.8,4,3,0,0,2,1.8
P62839;F1M5C9;A0A0G2JV72;A0A0G2K739;P61078,P62839,0.010305547,0.993466071,0.999991107,1.007168835,Ube2d2;Ube2d3,109040000,104770000,70714000,55367000,44060000,76790200,49334000,92017000,78572000,75316000,86631000,76374000,7,8,7,4,3,5.8,5,7,4,4,3,4.6
P62845;Q6TPJ7;D3ZAK6,P62845,-1.08702168,0.393168673,0.999991107,0.470732158,Rps15;Rps15-ps2,168780000,148300000,172380000,144870000,181960000,163258000,161450000,88656000,0,0,127830000,75587200,16,16,16,4,12,12.8,8,12,3,3,8,6.8
P62859,P62859,0.018427699,0.988316774,0.999991107,1.012855032,Rps28,90407000,72831000,98887000,72429000,74077000,81726200,84334000,79335000,79646000,74464000,90736000,81703000,4,6,7,8,5,6,7,4,8,7,8,6.8
P62870;A0A140TA99;F1M937;F1LZ51,P62870,0.026135001,0.983430973,0.999991107,1.018280481,Tceb2;LOC684822;RGD1565653,118510000,118690000,148160000,113820000,112670000,122370000,154600000,118870000,107140000,108610000,125700000,122984000,8,7,8,6,5,6.8,7,7,6,7,6,6.6
P62890;A0A0G2K5E6,P62890,0.016487796,0.989546598,0.999991107,1.011494024,Rpl30,559380000,463400000,575620000,510180000,508410000,523398000,658260000,491910000,461780000,482860000,518760000,522714000,22,18,18,21,18,19.4,28,21,16,13,19,19.4
P62907;Q4KM60;F1LYQ7,P62907,0.04996482,0.968330001,0.999991107,1.035239679,Rpl10a;LOC680700,870880000,880410000,869580000,736270000,778500000,827128000,996040000,747100000,745500000,937470000,804200000,846062000,49,32,41,27,28,35.4,35,36,24,26,23,28.8
P62909;D3ZVH2,P62909,0.04522534,0.971332612,0.999991107,1.031844334,Rps3;RGD1560831,2.36E+09,2202500000,2139700000,2212200000,2171600000,2216800000,2454700000,2247200000,2.14E+09,2297900000,2152700000,2259100000,88,80,87,69,77,80.2,92,89,82,70,69,80.4
P62912;D4A412,P62912,0.036274378,0.977004504,0.999991107,1.025462246,Rpl32;LOC688684,321080000,325780000,331020000,261620000,346280000,317156000,360710000,337650000,215530000,368580000,325060000,321506000,21,12,17,13,12,15,15,16,13,14,16,14.8
P62914;Q4V8I6;A0A0G2K3Y8,P62914,0.026701548,0.983071854,0.999991107,1.018680439,Rpl11,608540000,508530000,600010000,524790000,492320000,546838000,676350000,478050000,468820000,533330000,593250000,549960000,27,23,23,15,21,21.8,18,17,17,18,20,18
P62959;D4A269,P62959,-0.194891792,0.876971625,0.999991107,0.87363842,Hint1,409520000,388130000,438160000,284910000,300270000,364198000,363510000,249990000,286100000,368220000,304540000,314472000,25,24,17,9,13,17.6,17,20,15,10,12,14.8
P62963,P62963,0.152944276,0.903289717,0.999991107,1.111836212,Pfn1,2.34E+09,2279900000,2754500000,2500500000,2387800000,2452540000,3555400000,2055100000,2.99E+09,2898700000,1970200000,2694080000,105,99,120,87,79,98,135,87,88,86,83,95.8
P62994;P62994-2,P62994,0.620880203,0.623079899,0.999991107,1.537813131,Grb2,49002000,44486000,50013000,41923000,48502000,46785200,69878000,72649000,66025000,70211000,76454000,71043400,7,5,8,4,4,5.6,8,7,7,7,6,7
P62997,P62997,0.20733092,0.86919433,0.999991107,1.154550214,Tra2b,197580000,184620000,226590000,203850000,2.37E+08,209928000,264540000,229250000,250710000,191890000,259060000,239090000,15,16,16,15,17,15.8,12,13,15,12,11,12.6
P63004,P63004,0.085485825,0.945845177,0.999991107,1.061044986,Pafah1b1,292870000,265420000,266230000,334040000,287650000,289242000,286590000,319890000,307300000,350940000,251520000,303248000,24,34,31,25,19,26.6,28,25,17,24,20,22.8
P63018;M0RCB1;D4A4S3;F1LZI1;M0R8M9;A0A0G2JVI3,P63018,-0.021794629,0.986182344,0.999991107,0.985006651,Hspa8;LOC102549957;LOC680121,1.29E+10,1.78E+10,1.70E+10,1.52E+10,1.61E+10,15802400000,1.69E+10,1.78E+10,1.44E+10,1.19E+10,1.58E+10,15352200000,275,368,325,381,332,336.2,340,361,407,419,385,382.4
P63025,P63025,0.043767958,0.972256001,0.999991107,1.030802512,Vamp3,201840000,171020000,232730000,181340000,195540000,196494000,231140000,171240000,166660000,179820000,250300000,199832000,11,10,9,5,6,8.2,8,6,8,10,6,7.6
P63029,P63029,-0.05483488,0.965245178,0.999991107,0.962704621,Tpt1,501570000,531770000,554940000,425170000,421750000,487040000,597750000,532870000,321800000,463290000,400950000,463332000,24,20,19,18,19,20,22,18,13,15,11,15.8
P63036,P63036,0.096352949,0.938974797,0.999991107,1.069067502,Dnaja1,120410000,122100000,116700000,120810000,129060000,121816000,112050000,121530000,144330000,118750000,145730000,128478000,16,16,21,11,12,15.2,7,11,15,12,7,10.4
P63074;A0A1W2Q627,P63074,0.070471212,0.955344814,0.999991107,1.050059597,Eif4e,161560000,145240000,169840000,149290000,167020000,158590000,157390000,186830000,171430000,157800000,148920000,164474000,16,9,15,11,8,11.8,12,13,12,10,16,12.6
