Majority protein IDs,Protein ID,logFC,PValue,FDR,Fold_change,Gene names,C1,C2,C3,C4,C5,average_C_lfq,R1,R2,R3,R4,R5,average_R_lfq,MS/MS count C1,MS/MS count C2,MS/MS count C3,MS/MS count C4,MS/MS count C5,MS_C_average,MS/MS count R1,MS/MS count R2,MS/MS count R3,MS/MS count R4,MS/MS count R5,MS_R_average
Q5HZE4,Q5HZE4,-0.209777451,0.867666292,0.999991107,0.864670604,Mri1,90663000,77880000,70960000,78951000,92537000,82198200,67469000,83731000,76372000,95747000,28701000,70404000,17,17,16,9,15,14.8,6,9,8,14,3,8
Q5HZV9;R9PXV7,Q5HZV9,0.188690107,0.880854012,0.999991107,1.139728431,Ppp1r7,103600000,114330000,97616000,126140000,115350000,111407200,111220000,138610000,139380000,110240000,126820000,125254000,19,18,17,16,16,17.2,12,17,12,11,9,12.2
Q5HZY0,Q5HZY0,0.140343305,0.911219898,0.999991107,1.102167357,Ubxn4,90441000,113140000,107950000,65503000,103220000,96050800,1.36E+08,116750000,104730000,92450000,73171000,104620200,6,13,10,9,9,9.4,14,9,7,8,8,9.2
Q5HZY2,Q5HZY2,-0.190692722,0.879599882,0.999991107,0.876184913,Sar1b,34409000,34178000,46614000,33134000,38696000,37406200,46790000,36500000,0,41079000,37709000,32415600,5,4,4,3,2,3.6,5,5,3,6,2,4.2
Q5HZY3;A0A0G2K2A5,Q5HZY3,-0.078587192,0.950208935,0.999991107,0.94698456,Uchl5,21573000,25299000,20187000,21720000,24441000,22644000,20750000,22126000,25917000,18090000,18929000,21162400,9,9,3,7,7,7,4,5,5,5,2,4.2
Q5I0D1,Q5I0D1,0.140968232,0.910826376,0.999991107,1.102644883,Glod4,150320000,143180000,125240000,132590000,143990000,139064000,139880000,165690000,152820000,161150000,137970000,151502000,21,20,16,20,11,17.6,18,14,11,7,13,12.6
Q5I0D5,Q5I0D5,-1.122281594,0.378355316,0.999991107,0.459366771,Lhpp,67709000,76140000,58360000,55677000,62022000,63981600,45324000,46945000,0,0,52220000,28897800,11,9,6,3,5,6.8,3,3,0,0,4,2
Q5I0D7,Q5I0D7,0.847841949,0.503514159,0.999991107,1.799806675,Pepd,173280000,175360000,134630000,146740000,154890000,156980000,225510000,285190000,312020000,324510000,248830000,279212000,15,25,17,11,16,16.8,25,30,23,25,16,23.8
Q5I0E7,Q5I0E7,-0.008392144,0.994679186,0.999991107,0.994199895,Tmed9,141380000,122880000,130300000,117610000,112860000,125006000,153720000,114900000,110390000,122830000,112020000,122772000,10,11,13,9,11,10.8,11,9,12,10,11,10.6
Q5I0F0,Q5I0F0,0.462222487,0.713978614,0.999991107,1.377662488,Drg1,22011000,19165000,18161000,29647000,21257000,22048200,29537000,24430000,35762000,27823000,32193000,29949000,5,4,8,4,6,5.4,3,5,4,8,3,4.6
Q5I0G4,Q5I0G4,0.183140916,0.884330586,0.999991107,1.135352993,Gars,445770000,553160000,596440000,572200000,527010000,538916000,569870000,616930000,665840000,539200000,625570000,603482000,26,31,39,35,27,31.6,30,39,33,33,30,33
Q5I0H3,Q5I0H3,0.265056888,0.833296056,0.999991107,1.201683433,Sumo1,71748000,73207000,69127000,68831000,0,56582600,64064000,65762000,68871000,65584000,70923000,67040800,6,6,6,5,4,5.4,7,5,6,5,7,6
Q5I0H4,Q5I0H4,-0.118232466,0.925157844,0.999991107,0.92131572,Tmco1,46957000,43528000,43157000,50497000,38338000,44495400,42743000,41649000,34035000,47757000,36351000,40507000,5,4,6,4,4,4.6,5,5,3,5,4,4.4
Q5I0M7;P04256;Q6P6G9,Q5I0M7,-0.109863325,0.930440302,0.999991107,0.926675847,Hnrpa1;Hnrnpa1,1.90E+09,2021700000,1.88E+09,2154400000,2110900000,2014200000,1631700000,1.88E+09,1915500000,1845800000,1937800000,1842160000,129,131,120,70,97,109.4,61,72,99,98,84,82.8
Q5I0P2,Q5I0P2,-3.230490285,0.018498418,0.999991107,0.106543148,Gcsh,28783000,37778000,36044000,28933000,36669000,33641400,17697000,0,0,0,0,3539400,5,3,5,3,3,3.8,4,0,0,0,0,0.8
Q5I2Z0;G3V9N7,Q5I2Z0,-0.313256032,0.803607478,0.999991107,0.804823295,Pacsin3,36951000,17138000,19107000,25852000,20900000,23989600,19636000,19241000,31508000,25309000,0,19138800,5,7,3,2,3,4,3,4,2,4,2,3
Q5M7A4,Q5M7A4,0.142686911,0.909744491,0.999991107,1.103959244,Uba5,14012000,12962000,9342600,9577200,12856000,11749960,13726000,14494000,22513000,13489000,0,12844400,3,3,3,3,2,2.8,2,2,2,2,3,2.2
Q5M7A7,Q5M7A7,-0.444255747,0.724591955,0.999991107,0.734963369,Cnrip1,25429000,24577000,24773000,21176000,19043000,22999600,23587000,17284000,19264000,23666000,0,16760200,2,3,2,2,2,2.2,3,2,2,2,0,1.8
Q5M7T6,Q5M7T6,-0.413045301,0.743166474,0.999991107,0.75103638,Atp6v0d1,46570000,51586000,48616000,30337000,46973000,44816400,32198000,30560000,37889000,27689000,37729000,33213000,10,10,11,5,5,8.2,5,2,5,3,3,3.6
Q5M7T7,Q5M7T7,-2.45733709,0.064204545,0.999991107,0.18208234,Pla2g7,1011600000,819170000,747070000,684500000,666500000,785768000,156400000,147390000,86608000,154300000,162200000,141379600,44,46,45,43,39,43.4,10,8,7,17,10,10.4
Q5M7U6,Q5M7U6,0.300009979,0.811737866,0.999991107,1.231152929,Actr2,442610000,484150000,426130000,491760000,473380000,463606000,501340000,548950000,598660000,618570000,550460000,563596000,33,28,37,28,22,29.6,33,39,38,33,39,36.4
Q5M7V8,Q5M7V8,0.029002611,0.981613306,0.999991107,1.020306506,Thrap3,184090000,195510000,180310000,203460000,244340000,201542000,185590000,199250000,200340000,213300000,216680000,203032000,10,12,11,14,19,13.2,13,10,18,13,13,13.4
Q5M7X1;O35142;A0A0G2K0P9,Q5M7X1,0.337943153,0.788517681,0.999991107,1.263953293,Copb2,589020000,698110000,699610000,748120000,681790000,683330000,781570000,803550000,879630000,960630000,838310000,852738000,34,47,38,53,47,43.8,43,40,40,51,43,43.4
Q5M808;A0A0G2K3R7;Q5M808-2,Q5M808,-0.836886599,0.508967935,0.999991107,0.559850449,NA,26277000,18493000,27743000,23293000,20710000,23303200,27877000,17761000,0,19153000,0,12958200,5,5,4,2,2,3.6,3,2,0,2,2,1.8
Q5M819,Q5M819,-0.556072969,0.659560798,0.999991107,0.680151024,Psph,68283000,73207000,69538000,67820000,65208000,68811200,52674000,53023000,30133000,53163000,42308000,46260200,9,10,8,11,14,10.4,10,9,9,8,7,8.6
Q5M823,Q5M823,-0.302696734,0.810086877,0.999991107,0.810735525,Nudcd2,55635000,45806000,75917000,54706000,59923000,58397400,72012000,44622000,51007000,0,65023000,46532800,9,6,10,7,7,7.8,10,4,3,0,6,4.6
Q5M827,Q5M827,-0.213913587,0.865084206,0.999991107,0.862195186,Pir,50517000,55460000,41387000,42428000,46683000,47295000,36703000,45676000,43879000,38958000,36149000,40273000,11,8,9,8,8,8.8,6,5,4,4,5,4.8
Q5M830,Q5M830,-0.878933643,0.488219897,0.999991107,0.543769206,Rfc3,10920000,8768900,10902000,10746000,10003000,10267980,0,6336000,6343400,7413500,7472700,5513120,4,4,4,2,2,3.2,0,2,2,2,2,1.6
Q5M876,Q5M876,0.345643443,0.783828183,0.999991107,1.270717597,Acy3,35328000,0,30247000,38330000,36758000,28132600,30608000,43084000,33452000,35347000,34124000,35323000,4,3,2,7,2,3.6,4,6,4,5,3,4.4
Q5M918;Q32KJ5;F7EQ81,Q5M918,-1.084173214,0.394381988,0.999991107,0.471662493,Gns,257550000,274100000,266030000,231750000,223440000,250574000,107860000,131610000,120990000,111370000,111600000,116686000,13,20,22,17,15,17.4,9,11,8,13,8,9.8
Q5M943;F7FA68,Q5M943,-0.936620681,0.460581948,0.999991107,0.522455229,Thumpd1,23079000,29609000,22870000,25609000,28501000,25933600,18538000,0,0,26618000,21871000,13405400,4,6,5,6,6,5.4,2,0,0,2,2,1.2
Q5M9F7,Q5M9F7,-0.395663545,0.753582789,0.999991107,0.760139682,Actr10,16426000,21382000,17042000,22473000,23230000,20110600,23729000,26556000,0,0,24860000,15029000,9,7,4,4,3,5.4,4,5,0,0,4,2.6
Q5M9F8,Q5M9F8,2.644697233,0.04803023,0.999991107,6.253644604,Scyl1,0,0,0,18284000,0,3656800,19548000,20844000,23197000,28498000,19900000,22397400,0,0,0,3,0,0.6,4,3,2,5,2,3.2
Q5M9H2;P45953,Q5M9H2,-0.485318314,0.700423931,0.999991107,0.714339442,Acadvl,416450000,518160000,472060000,268260000,429540000,420894000,411450000,349820000,269190000,217520000,236790000,296954000,20,30,31,29,28,27.6,20,18,25,22,19,20.8
Q5M9H4;P13638,Q5M9H4,-1.640790232,0.203712477,0.999991107,0.320680774,Atp1b2,722470000,804030000,708060000,470160000,615990000,664142000,250430000,201090000,185770000,215750000,199200000,210448000,20,32,27,17,25,24.2,15,12,10,14,13,12.8
Q5M9H7;O35824,Q5M9H7,0.119602368,0.924293522,0.999991107,1.086435381,Dnaja2,184380000,204010000,196780000,206510000,209850000,200306000,165800000,186530000,240300000,236750000,244480000,214772000,20,21,21,17,20,19.8,14,12,14,19,16,15
Q5M9I2;F1LPQ3;P21139,Q5M9I2,0.12021626,0.923906226,0.999991107,1.086897776,Man2c1,80136000,82396000,85094000,89672000,84316000,84322800,75856000,85160000,93645000,107880000,90080000,90524200,10,13,13,9,12,11.4,8,9,12,13,10,10.4
Q5M9I5,Q5M9I5,-1.267577644,0.321328057,0.999991107,0.415356592,Uqcrh,64886000,47160000,68021000,0,50722000,46157800,27500000,0,34970000,0,31770000,18848000,5,2,3,0,4,2.8,7,2,2,0,2,2.6
Q5MPA9-3;Q5MPA9;E9PSS1;Q5MPA9-2,Q5MPA9-3,0.348516292,0.782080954,0.999991107,1.273250507,Dclk2,86627000,104350000,89425000,104870000,74277000,91909800,126320000,127490000,103210000,117140000,103480000,115528000,6,11,9,6,12,8.8,17,14,11,11,10,12.6
Q5PPH0,Q5PPH0,-0.077939687,0.950618603,0.999991107,0.947409677,Enoph1,42732000,37462000,40508000,38238000,35645000,38917000,37050000,43029000,29458000,38096000,34509000,36428400,7,5,5,7,6,6,5,4,7,4,5,5
Q5PPH9;F7EL36;P49911;A0A0G2K7X0,Q5PPH9,-0.47330555,0.707461411,0.999991107,0.720312303,Anp32a,492800000,538650000,487960000,517400000,521140000,511590000,363010000,400800000,320530000,334370000,399550000,363652000,30,26,24,22,20,24.4,23,10,12,19,25,17.8
Q5PPI1,Q5PPI1,-0.116427466,0.926296436,0.999991107,0.922469127,Srsf9,8198600,7868500,10127000,8387200,8955800,8707420,11320000,9740800,8645900,0,9784000,7898140,3,3,3,2,3,2.8,3,3,2,2,3,2.6
Q5PPJ6,Q5PPJ6,0.192534141,0.878447189,0.999991107,1.142769266,Lars,323950000,337170000,367370000,370850000,376160000,355100000,366650000,383740000,419750000,435410000,397870000,400684000,30,36,33,32,32,32.6,30,21,28,31,26,27.2
Q5PPL3,Q5PPL3,1.008779382,0.427390301,0.999991107,2.012207915,Nsdhl,30233000,22113000,21806000,0,27337000,20297800,36762000,42161000,43465000,46192000,33798000,40475600,4,5,2,0,4,3,6,4,6,5,4,5
Q5PQJ6,Q5PQJ6,-0.181199924,0.885547114,0.999991107,0.881969136,Pycrl,46191000,47430000,49064000,42274000,38399000,44671600,44578000,41412000,0,58707000,50192000,38977800,5,5,5,3,3,4.2,5,4,3,4,4,4
Q5PQJ7,Q5PQJ7,0.209377182,0.867916213,0.999991107,1.156188944,Tbcel,0,12129000,13658000,13761000,15773000,11064200,13453000,16053000,16792000,0,16457000,12551000,0,3,3,4,4,2.8,2,3,3,2,3,2.6
Q5PQK2,Q5PQK2,-0.14484135,0.908387981,0.999991107,0.904478836,Fus,524410000,659570000,669740000,538180000,599920000,598364000,464030000,575880000,518130000,550110000,563350000,534300000,18,24,23,26,23,22.8,15,16,21,19,14,17
Q5PQK5;Q5WQV5;T1SRT4;E9PT65;A0A0G2K095,Q5PQK5,0.099460405,0.9370111,0.999991107,1.071372674,Rdx,477380000,538240000,520870000,575630000,540810000,530586000,551090000,650020000,515330000,500060000,587840000,560868000,27,35,45,35,29,34.2,25,26,21,33,17,24.4
Q5PQL2,Q5PQL2,-0.300468463,0.811455192,0.999991107,0.81198869,Rqcd1,10462000,9992400,12561000,0,15067000,9616480,0,0,18512000,0,19746000,7651600,6,4,3,0,4,3.4,3,0,6,2,2,2.6
Q5PQN0,Q5PQN0,-0.862171173,0.496431098,0.999991107,0.55012403,Ncald,19475000,22628000,29219000,20581000,25167000,23414000,25221000,17122000,21171000,0,0,12702800,4,4,2,2,2,2.8,2,2,2,0,0,1.2
Q5PQN1,Q5PQN1,-0.983596321,0.438797544,0.999991107,0.505717525,Herc4,0,41675000,40625000,30341000,23978000,27323800,0,0,28105000,40503000,0,13721600,0,3,2,4,4,2.6,2,0,3,9,2,3.2
Q5PQN7,Q5PQN7,-2.659914897,0.04689457,0.999991107,0.158228908,Lzic,14001000,14227000,17848000,17195000,13566000,15367400,1.20E+07,0,0,0,0,2400000,3,4,4,2,3,3.2,2,3,2,0,3,2
Q5PQR0;E9PTI6,Q5PQR0,0.165623311,0.895321059,0.999991107,1.121650578,Raly,103050000,99800000,95884000,107530000,108770000,103006800,111490000,118150000,109020000,1.25E+08,107010000,114134000,14,10,13,8,10,11,9,9,11,11,6,9.2
Q5PQX1-3;Q5PQX1;Q5PQX1-2,Q5PQX1-3,-0.309038898,0.806193583,0.999991107,0.807179311,Tor1aip1,29510000,26446000,23025000,14176000,21497000,22930800,28140000,16950000,18657000,12837000,14830000,18282800,6,10,9,3,3,6.2,4,4,5,3,4,4
Q5PQZ9,Q5PQZ9,-0.343909781,0.784883334,0.999991107,0.787903156,Ndufc2,86937000,79818000,83862000,71094000,85447000,81431600,75613000,52853000,64770000,60198000,63331000,63353000,9,8,10,10,9,9.2,7,5,6,6,5,5.8
Q5QD51;Q5QD51-3;Q5QD51-2;Q62766,Q5QD51,0.199944273,0.873811055,0.999991107,1.148653985,Akap12,200570000,175200000,179650000,235770000,236020000,205442000,232310000,206470000,233870000,236580000,255270000,232900000,20,31,21,30,21,24.6,23,21,19,22,19,20.8
Q5QJC9,Q5QJC9,-0.165809125,0.895204112,0.999991107,0.891428428,Bag5,19547000,17252000,23897000,21495000,0,16438200,28183000,25062000,0,0,18797000,14408400,4,5,5,3,2,3.8,2,6,0,0,2,2
Q5RJK5,Q5RJK5,-0.330461788,0.793081795,0.999991107,0.795281884,LOC100360260,156470000,151870000,174980000,135090000,162230000,156128000,152860000,118330000,112620000,103540000,125450000,122560000,21,17,13,9,10,14,12,8,5,7,9,8.2
Q5RJK6,Q5RJK6,-0.535114615,0.671556176,0.999991107,0.690103849,Inpp1,13750000,11704000,10385000,12938000,13064000,12368200,14864000,13971000,13269000,0,0,8420800,5,3,3,5,3,3.8,3,3,3,3,3,3
Q5RJN0,Q5RJN0,-0.664906466,0.598854426,0.999991107,0.630729595,Ndufs7,62804000,47774000,54648000,54123000,51261000,54122000,45597000,42586000,0,37485000,43029000,33739400,5,9,7,5,10,7.2,4,5,2,6,2,3.8
Q5RJR2,Q5RJR2,0.44909911,0.721725192,0.999991107,1.3651875,Twf1,204720000,213400000,189590000,202480000,232150000,208468000,261090000,303720000,287640000,287330000,265640000,281084000,21,20,21,14,22,19.6,23,23,23,19,18,21.2
Q5RJR8,Q5RJR8,0.239007934,0.849453289,0.999991107,1.180180834,Lrrc59,277700000,301840000,253190000,301010000,235380000,273824000,303130000,304300000,339090000,290810000,356250000,318716000,28,21,19,22,19,21.8,22,16,17,14,14,16.6
Q5RJR9,Q5RJR9,0.26018167,0.836314406,0.999991107,1.197629505,Serpinh1,3.60E+09,3106900000,3.13E+09,3331100000,3018700000,3237340000,3619700000,4063600000,4457300000,3480100000,3515800000,3827300000,148,163,157,136,143,149.4,154,158,156,140,135,148.6
Q5RJZ3;B0BN20,Q5RJZ3,-3.688302135,0.008440154,0.999991107,0.077572971,Tspan6,107440000,108510000,101730000,99451000,117380000,106902200,40952000,0,0,0,0,8190400,9,10,7,5,6,7.4,4,0,0,2,0,1.2
Q5RK08,Q5RK08,-0.418236506,0.740065281,0.999991107,0.748338806,Gbas,138650000,138370000,142080000,131290000,139050000,137888000,112400000,102740000,101840000,103010000,89638000,101925600,20,14,13,12,15,14.8,10,7,7,9,5,7.6
Q5RK09,Q5RK09,0.243376739,0.846738436,0.999991107,1.183760103,Eif3g,146270000,155730000,164160000,161640000,150820000,155724000,168590000,188740000,209230000,172080000,171020000,181932000,19,14,13,17,15,15.6,14,13,15,13,12,13.4
Q5RK10;P35427;A0A1W2Q6L2,Q5RK10,0.252517766,0.841064518,0.999991107,1.19128431,Rpl13a,392380000,303300000,410910000,305020000,361980000,354718000,445470000,436860000,387440000,383150000,433540000,417292000,17,16,18,18,17,17.2,25,21,20,18,24,21.6
Q5RK17;D4A7Z5,Q5RK17,0.177099592,0.888118256,0.999991107,1.130608613,Diablo;LOC100360940,28050000,27051000,34139000,27961000,27195000,28879200,41093000,36147000,26587000,24215000,33028000,32214000,4,5,4,4,3,4,6,4,3,4,5,4.4
Q5RK30,Q5RK30,-0.215769039,0.863926405,0.999991107,0.861087029,Sbds,87955000,84759000,70934000,87991000,80975000,82522800,69474000,79343000,75668000,69088000,57350000,70184600,12,10,13,12,14,12.2,6,8,8,6,6,6.8
Q5RKG9,Q5RKG9,-0.115426555,0.926928496,0.999991107,0.923109339,Eif4b,62686000,72371000,53553000,76025000,59671000,64861200,46971000,56639000,54677000,60194000,76725000,59041200,6,9,4,3,7,5.8,5,10,6,8,9,7.6
Q5RKH0,Q5RKH0,-0.920513544,0.468201626,0.999991107,0.528320925,Glyr1,40197000,51474000,37034000,31340000,43100000,40629000,29079000,23814000,27857000,25594000,0,21268800,4,10,5,5,5,5.8,3,2,2,5,0,2.4
Q5RKH2,Q5RKH2,0.393827733,0.754686297,0.999991107,1.313874733,Galk1,86414000,91610000,73098000,99215000,84181000,86903600,99182000,117040000,133050000,114160000,100140000,112714400,11,11,9,7,8,9.2,15,15,15,10,8,12.6
Q5RKI0,Q5RKI0,0.126107277,0.92019069,0.999991107,1.091345025,Wdr1,3668100000,3359400000,3167600000,2275700000,2446200000,2983400000,3604300000,3194800000,3318400000,2864100000,3095200000,3215360000,88,100,104,96,104,98.4,106,108,115,99,116,108.8
Q5RKI1;A0A0G2K8B7,Q5RKI1,-0.065470936,0.958510069,0.999991107,0.955633321,Eif4a2,231770000,219310000,215420000,233940000,211640000,222416000,187630000,232720000,216100000,238040000,175670000,210032000,20,18,22,19,20,19.8,15,22,17,15,19,17.6
Q5RKI5,Q5RKI5,0.610924053,0.628621984,0.999991107,1.527237098,Flii,19514000,23775000,0,29260000,25685000,19646800,19365000,27897000,33205000,36184000,31432000,29616600,3,4,0,4,4,3,7,3,3,6,5,4.8
Q5RKJ4;Q04631,Q5RKJ4,0.162535284,0.897260825,0.999991107,1.119252301,Fnta,34005000,31972000,23416000,34969000,31105000,31093400,24502000,39998000,35932000,29842000,41334000,34321600,8,9,8,6,5,7.2,7,8,5,3,5,5.6
Q5RKJ9;Q7TQ88;P35281,Q5RKJ9,0.035909453,0.977235773,0.999991107,1.025202892,Rab10,459250000,429600000,512310000,501390000,448350000,470180000,524710000,443250000,419940000,461970000,528530000,475680000,46,43,48,38,36,42.2,42,28,33,28,27,31.6
Q5U1W6,Q5U1W6,-0.169419157,0.892937612,0.999991107,0.88920061,Apool,25403000,22428000,18575000,23773000,24467000,22929200,20892000,21138000,18359000,19950000,20334000,20134600,9,7,6,3,7,6.4,4,5,2,2,4,3.4
Q5U1Z0;F1LMT8;D4ABP4,Q5U1Z0,1.040701727,0.413203616,0.999991107,2.057228046,Rab3gap2,0,10628000,0,12723000,13908000,7451800,12900000,13699000,17555000,17027000,14353000,15106800,0,3,0,5,3,2.2,2,3,2,3,2,2.4
Q5U1Z2,Q5U1Z2,-0.060900703,0.961403728,0.999991107,0.958665419,Trappc3,46232000,36481000,38928000,34480000,34224000,38069000,41217000,38106000,28845000,31338000,40630000,36027200,8,6,6,5,5,6,5,5,2,4,4,4
Q5U1Z9,Q5U1Z9,-0.061945009,0.960742471,0.999991107,0.957971732,Mtx2,20391000,18640000,24013000,19259000,18884000,20237400,21608000,19591000,13650000,24385000,16633000,19173400,5,3,4,5,4,4.2,2,2,2,2,2,2
Q5U204,Q5U204,-2.716802212,0.042863776,0.999991107,0.152111147,Lamtor3,39207000,31958000,39629000,30597000,37491000,35776400,26882000,0,0,0,0,5376400,7,4,6,5,5,5.4,3,0,0,0,0,0.6
Q5U214,Q5U214,-0.03496112,0.977836782,0.999991107,0.976058065,Snrpa,154770000,160150000,150450000,149580000,154320000,153854000,149590000,143040000,136780000,152850000,159060000,148264000,16,14,13,10,12,13,9,13,12,9,14,11.4
Q5U2Q3,Q5U2Q3,0.059738414,0.962139726,0.999991107,1.042276761,NA,44531000,52609000,33899000,42772000,43008000,43363800,39230000,49346000,47854000,47575000,39220000,44645000,9,11,6,5,6,7.4,4,5,5,6,4,4.8
Q5U2Q5,Q5U2Q5,-0.142340921,0.909962067,0.999991107,0.906047806,Rrm1,283410000,341720000,373900000,380720000,340430000,344036000,281020000,272690000,322330000,362920000,299960000,307784000,18,26,22,28,23,23.4,21,18,21,20,17,19.4
Q5U2Q7,Q5U2Q7,0.396713238,0.752952708,0.999991107,1.316505217,Etf1,130350000,144800000,125220000,147680000,116830000,132976000,160290000,152120000,194150000,196830000,160890000,172856000,20,19,17,13,18,17.4,15,12,17,16,10,14
Q5U2R0;A0A0G2JT30,Q5U2R0,0.189572202,0.880301608,0.999991107,1.140425499,Mat2b,25746000,28142000,21371000,21338000,27840000,24887400,22619000,26353000,30050000,27778000,33264000,28012800,5,4,3,2,3,3.4,3,6,3,2,3,3.4
Q5U2R7,Q5U2R7,0.203989385,0.871282227,0.999991107,1.151879167,Mesdc2,90973000,87735000,97356000,86657000,91973000,90938800,99317000,130470000,88540000,88210000,110400000,103387400,15,14,10,8,4,10.2,9,9,8,7,4,7.4
Q5U2S7,Q5U2S7,-0.079574686,0.949584188,0.999991107,0.946336591,Psmd3,758860000,760490000,633300000,430350000,487280000,614056000,726930000,604650000,545240000,518310000,475870000,574200000,27,50,54,39,48,43.6,36,39,44,45,37,40.2
Q5U2T0;F7EZZ0;A0A0G2K264,Q5U2T0,-0.190025166,0.880017804,0.999991107,0.87659043,Dap3,21485000,25141000,20930000,23609000,24906000,23214200,23336000,26255000,25718000,25496000,0,20161000,6,7,3,5,4,5,3,4,5,3,2,3.4
Q5U2T9,Q5U2T9,-1.029900775,0.417969024,0.999991107,0.489743831,Fkbp5,16505000,20530000,27745000,0,22029000,17361800,0,18731000,0,0,23036000,8353400,4,7,5,3,4,4.6,0,2,2,0,3,1.4
Q5U2U0,Q5U2U0,-2.420632898,0.067894464,0.999991107,0.186774202,Clpx,66233000,72641000,91251000,35713000,67923000,66752200,0,19983000,17083000,0,24137000,12240600,13,10,11,7,10,10.2,3,2,2,3,4,2.8
Q5U2U2,Q5U2U2,0.143460998,0.909256901,0.999991107,1.104551739,Crkl,183630000,192740000,170580000,198860000,173100000,183782000,191730000,197570000,209540000,202850000,200160000,200370000,31,28,24,17,23,24.6,17,16,14,11,13,14.2
Q5U2U7,Q5U2U7,-0.051402287,0.967419416,0.999991107,0.964997903,Rnmt,77414000,53246000,65722000,50059000,49808000,59249800,51643000,58378000,48044000,61263000,63145000,56494600,7,15,9,10,9,10,8,10,9,9,7,8.6
Q5U2V1;A0A096MJW1,Q5U2V1,0.455643168,0.71785834,0.999991107,1.37139405,Fkbp10,51974000,53315000,64115000,52989000,55671000,55612800,67601000,80324000,76415000,79495000,72767000,75320400,5,3,5,7,6,5.2,7,8,8,8,9,8
Q5U2V8,Q5U2V8,-0.017331471,0.989011737,0.999991107,0.988058611,Emc3,58179000,49292000,53385000,47420000,48478000,51350800,46345000,46702000,39941000,62407000,55334000,50145800,9,5,6,5,5,6,7,5,3,3,3,4.2
Q5U2X6,Q5U2X6,-0.04311772,0.972668001,0.999991107,0.970555272,Ccdc47,134250000,132410000,128910000,87555000,93252000,115275400,131690000,112160000,101680000,110170000,97079000,110555800,13,14,14,12,15,13.6,21,17,17,14,14,16.6
Q5U2Z3;A0A0H2UHZ2,Q5U2Z3,0.047931575,0.969618068,0.999991107,1.033781704,Nap1l4,472670000,360390000,366750000,408330000,368200000,395268000,376790000,398990000,479990000,404430000,357660000,403572000,26,26,26,26,22,25.2,21,26,14,22,18,20.2
Q5U300,Q5U300,0.183415589,0.884158445,0.999991107,1.135569172,Uba1,3526700000,3861800000,3948200000,4190800000,3761300000,3857760000,4030300000,4072800000,4478600000,4851600000,4194800000,4325620000,106,136,117,142,133,126.8,125,120,120,136,108,121.8
Q5U302;A0A0G2JYF7,Q5U302,0.182822413,0.884530203,0.999991107,1.135102369,Ctnna1,1431800000,1741200000,1703400000,1770500000,1.68E+09,1664980000,1688300000,1831100000,1907600000,1918400000,1979800000,1865040000,60,80,73,69,78,72,62,75,69,85,69,72
Q5U316,Q5U316,0.240240578,0.848687103,0.999991107,1.181189615,Rab35,34935000,35698000,45630000,32473000,36109000,36969000,39065000,37254000,34123000,36008000,68687000,43027400,6,2,9,4,4,5,3,10,5,3,4,5
Q5U318,Q5U318,-0.501309346,0.691099452,0.999991107,0.706465324,Pea15,995150000,949090000,1009600000,863230000,883440000,940102000,645610000,584910000,701480000,429700000,909510000,654242000,56,55,65,47,66,57.8,41,38,22,22,28,30.2
Q5U328;P13383;C1KE06;Q9QZX1,Q5U328,0.055797925,0.964635225,0.999991107,1.039433834,Ncl;NRP,1613600000,2075400000,1817600000,2425200000,2006900000,1987740000,2.05E+09,2004400000,2218500000,1902900000,2015300000,2037820000,83,86,90,102,88,89.8,78,78,76,84,75,78.2
Q5U3Y8;M0R5M7,Q5U3Y8,-0.350679214,0.780766202,0.999991107,0.784214806,Btf3;RGD1563812,182650000,171650000,160290000,166360000,150370000,166264000,212010000,98186000,83519000,112280000,137470000,128693000,18,11,13,11,9,12.4,12,8,5,3,3,6.2
Q5U3Z7,Q5U3Z7,-0.416608892,0.741037112,0.999991107,0.74918354,Shmt2,1115400000,943750000,1059800000,843350000,824460000,957352000,741290000,701580000,758010000,677250000,663530000,708332000,56,55,58,48,55,54.4,33,41,34,38,38,36.8
Q5U401;A0A0H2UHA7;Q63424,Q5U401,-0.41726423,0.740645763,0.999991107,0.748843304,Slc15a2,82931000,110280000,104480000,100870000,98546000,99421400,64700000,71975000,73094000,86104000,71761000,73526800,5,13,6,9,11,8.8,5,7,6,7,4,5.8
Q5VLR5,Q5VLR5,0.366486933,0.771178399,0.999991107,1.289209686,Erp44,179920000,189700000,182700000,209430000,184770000,189304000,204870000,233930000,309700000,229670000,225860000,240806000,21,22,21,22,21,21.4,22,20,21,20,19,20.4
Q5XFV9;B0K038;Q6P3E1;P62250;A0A1W2Q631,Q5XFV9,0.024432923,0.9845099,0.999991107,1.017079832,Rps16,974060000,829190000,1016100000,829730000,890260000,907868000,1102100000,939590000,768560000,891350000,859220000,912164000,43,37,38,29,37,36.8,41,42,34,33,37,37.4
Q5XFW4,Q5XFW4,-3.15316639,0.021055878,0.999991107,0.112409324,Mrpl13,17340000,16055000,24567000,20299000,12868000,18225800,10110000,0,0,0,0,2022000,10,3,4,2,3,4.4,2,0,0,0,3,1
Q5XFW8,Q5XFW8,0.074742032,0.952641926,0.999991107,1.053172702,Sec13,144320000,151960000,129530000,137910000,141800000,141104000,176210000,139270000,152990000,107810000,156490000,146554000,17,12,10,8,12,11.8,13,11,7,6,7,8.8
