lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,C1-Media_r1,C1-Media_r2,C1-Media_r3,C2-Media_r1,C2-Media_r2,C2-Media_r3,C3-Media_r1,C3-Media_r2,C3-Media_r3,R1-Media_r1,R1-Media_r2,R1-Media_r3,R2-Media_r1,R2-Media_r2,R2-Media_r3,R3-Media_r1,R3-Media_r2,R3-Media_r3,blank
SM (d18:0/18:0),0.02689403376985218,9.49084243299321,0.17000062497579194,0.6801112522442115,0.7660200420013751,733.6 -> 184.1,PC,9419.3806839017,9934.8209190325,10144.3207244868,8395.5205535906,8582.5805435192,7730.9805069001,7170.2204971353,6369.3203926074,6839.7603912347,7337.8204498296,7557.4205627441,7668.2805824332,7510.6605796819,7139.5005378714995,7238.7604141217,8222.7205352771,7635.9805107148,7585.2405776965,11872.8607711758
C20:5,0.02553598467606229,11.46436874225374,0.154874491446094,0.6939199736548605,0.777481017602828,301.3 -> 301.3,FFA,33859.7823524396,33908.2222900371,34124.0425262477,34197.842239387,34654.1025009207,34835.2425117474,32318.8222045874,34211.162502291,33080.2622413607,29557.7821845994,31410.6022682184,32009.882122044,33044.8224639926,32489.2822647094,33087.2623481807,29737.0623245256,28772.3419952412,28757.9820632948,20526.2014312782
Lyso_PC(18:2),0.025716028674401703,6.959167537389443,0.14604137765853054,0.7023474327973841,0.7828247428054177,520.3325 -> 184.1,PC,1350.2801017762,1190.7200775147,1432.4601020812,1612.7401123055,1486.9401016234,1545.0801086423,1589.1201095591,1406.4401054392,1500.6800994877,1440.9801101687,1188.3800888061,1133.3400840757,1260.8600883487,1415.5401000987,1343.6600990303,1283.6400871276,1544.1201095582,1349.9601020808,1539.0000991827
PC (34:1),-0.023944835061609777,11.1543818083396,0.13603013165953826,0.7122599364796147,0.7856887959105029,760.6 -> 184.1,PC,30973.782451638,28954.8821525591,32320.3222579894,25845.3219680783,26292.0819549552,24914.8415908846,18831.5816841051,21431.1218414306,18393.1012382601,23031.2817611678,25153.5418701075,23984.4220314188,24367.5416221423,26387.3420944193,25333.381835929,23218.5219497678,22018.4615402098,21946.7617378232,46707.243446354
PC (38:5),0.02481008118081056,7.318496628878951,0.13803807001730917,0.710239278844206,0.7856887959105029,808.6 -> 184.1,PC,2181.1601753235,1948.1601333601,1859.4801483152,2155.5201644903,1577.7801094051,1907.3201293942,1646.0401153553,1491.5601043701,1768.5601043711,1866.4001464844,1730.4201354976,1470.9001121525,1663.1600990306,1769.0401344302,1958.3001441951,1727.8201408393,1386.6000976567,1546.8600997922,2593.5601882937
SM (d18:1/24:0),0.02396307900678787,7.9450321369286705,0.13099755296636317,0.7173999758654034,0.7873004863343402,815.7 -> 184.1,PC,2675.2801818842,2614.6001548779,2898.9001884452,2512.5001640316,3318.1201972975,2380.1801567084,2365.3001861584,2488.5401763896,1963.240135193,2382.7001533511,2503.8401451124,2468.3801765438,2550.200172426,2394.7601432804,2288.6401901236,2724.1601943959,1725.5601310736,2190.2801399238,8831.2206382744
C22:4,-0.02125399490842994,11.399791725157991,0.1072721280091713,0.7432714119413225,0.807499413740962,331.3 -> 331.3,FFA,30973.3621139518,31310.502128602,29800.5220947234,32492.9021911571,30977.3021621699,31522.6820220941,34255.2423210183,31997.6624183651,33097.2223968548,30872.7421951283,30222.5821227957,29906.5821075476,31374.9422836336,30662.3222274751,29785.2020950307,30093.7621078477,27808.0021057164,29468.2821655265,20940.6414222699
PC (34:2),-0.021123410833479708,9.630912434094572,0.10496874520989508,0.7459465104651434,0.807499413740962,758.6 -> 184.1,PC,10673.5606651259,9561.4007186862,10340.4206810016,8842.500701903,9165.7006568849,9424.8008079574,6965.7005195592,6444.5403289769,7027.5405311585,8165.1404457114,9117.5807113632,8112.7005386385,7171.5004501345,8503.5405120692,8325.7806739809,8544.8405532929,8395.4206390347,7490.2605667121,18247.5612678524
PCo(40:4),-0.02178074225755429,6.816270316932425,0.10396224077840088,0.7471256257977125,0.807499413740962,824.6 -> 184.1,PC,1166.4000778193,1390.280094147,1443.0400886542,1257.5000762933,1268.7000846864,1374.5000877378,1287.9200935363,1218.6600875852,1256.2200927738,1318.2801017762,1174.0000877384,1256.6000709529,1113.8000793455,1283.2000923156,1245.2400856019,1119.9600868224,1274.1000862124,1210.7600936887,1438.5000877385
C12:0,-0.01999461695769841,12.031783461333427,0.09505813249220552,0.757842661590578,0.8149664803034357,199.2 -> 199.2,FFA,49169.043518048,46712.6432113632,46563.6431427,53099.2838287101,52790.043678285,52182.503616327,47784.7033004696,50119.743614187,49850.163589476,45373.303390507,45026.463386527,46377.243354793,51088.3834838789,50379.963363652,53576.1639633108,42389.482948297,45555.343421915,43173.983108516,23986.2818527216
Lyso_PC(15:0),0.018546192856453016,6.915410145507237,0.07582810681370944,0.7830327293699253,0.8378450204258201,482.3168 -> 184.1,PC,1425.3401031485,1553.4801101691,1352.7400932314,1403.6201019287,1279.6600990296,1510.6801185605,1530.8801040643,1230.1200790405,1496.3001174927,1280.9200897222,1366.0401000973,1251.7600860598,1364.000091552,1258.260089874,1180.4600791933,1300.6200904853,1421.1800918579,1286.0800857541,1307.4200859066
Lyso_Sphinganine-1-phosphocholine,0.017981395817473,6.996303306290279,0.07161325835033239,0.7890021990647631,0.8400321920391011,467.3536 -> 184.1,PC,1534.8601303098,1201.3400802612,1542.120117189,1408.2000961302,1701.9201126107,1573.6201210013,1435.0401077264,1644.1201210025,1573.5201148982,1292.7000999445,1362.2200927741,1531.5601043701,1541.2601051335,1164.3600807188,1653.7201194758,1173.7600860592,1197.4200935364,1580.9601173402,1178.6400909426
PC (42:5),0.014284049641453862,6.854161733363109,0.04483662241833031,0.8323047311267544,0.881748576540225,864.6 -> 184.1,PC,1554.7801170349,1521.1201133721,1351.1401023854,1242.8600883484,1253.7400932313,1463.6401138304,1232.0600852966,1302.6600913997,1314.3801002499,1272.7600898747,1172.1600913999,1332.2000923149,1262.5400924683,1223.500091553,1166.1800765989,1399.960113525,1222.8400917052,1194.0400924678,1250.2800865176
C20:0,0.013363518588957074,14.020606273214032,0.042535076195520105,0.8366031814763117,0.8819363587976883,311.3 -> 311.3,FFA,214755.05569454,192256.593627882,187128.134399421,209151.134551999,210415.854888937,204632.014312735,212264.716445928,193777.412963824,191126.652954088,182602.312683114,174328.212631211,174844.231903059,223754.195526095,219121.096130364,215452.954711893,173367.772003196,158997.591110197,154979.030929565,62300.204498283
C22:6,-0.01096070800777837,12.366530907768427,0.028578957467004784,0.8657548587186336,0.903763608613598,327.3 -> 327.3,FFA,61810.824798556,57481.744125362,59191.564224236,67643.9648513777,62981.724311821,60656.3644409217,65661.1450271616,63952.284439087,67103.0045242417,60329.844284066,59959.444030742,58243.0239944156,65823.465049716,65170.1844635038,61776.3043556318,58436.924285864,51202.683807355,50646.303451535,31051.162117009
Lyso_PC(19:2),-0.011528960732384755,6.82734300198791,0.029173026164233562,0.8643801401634618,0.903763608613598,534.3481 -> 184.1,PC,1315.9600944515,1263.6001014707,1339.1800880437,1450.5800857547,1323.740089416,1337.8601036072,1332.8200988769,1269.2400817874,1306.1600914001,1277.2200813296,1177.1200866697,1109.4000816341,1306.7600898734,1252.780082703,1135.2000770571,1208.5400810241,1425.4801025391,1275.9400825506,1145.6800804138
PCo(36:4),0.009808125337464347,7.07360146103438,0.02137586962390614,0.8837596460194882,0.913645237913867,768.6 -> 184.1,PC,1222.84009552,1505.1201171865,1527.4401092528,1443.6001052859,1571.580131531,1741.4801254263,1702.6001319889,1875.0601310725,1625.0201225278,1415.2800903326,1433.4201087958,1432.9201087951,1533.9001007073,1443.6800956726,1728.3001518255,1485.7601051332001,1306.3000869753,1362.0001029969,1459.1601066597
SM (d16:1/24:1),-0.009868523031192483,8.037425425109909,0.022341300721805624,0.8811827276349287,0.913645237913867,785.6 -> 184.1,PC,3429.5802383409,3045.4202575689,3120.0202293395,2145.4601516731,3632.4602165216,2978.2002334588,2535.1401786798,2564.4201431276,2938.7201766967,2731.0201759339,2389.9001579287,2861.8802108761,2691.8201942458,2633.5001640321,3328.0002555845,2074.8401298523,2940.7001914997,3014.5201988218,5384.400352477
C24:5,0.008656761987805727,13.487155759758586,0.017844678552791038,0.8937315561802884,0.9147063665650087,353.3 -> 353.3,FFA,132069.549697858,124342.929428093,120137.388748161,157452.150794955,155235.030700705,146365.330337551,141145.710140193,141347.309875492,141713.970306421,126043.729469318,125022.529064201,128392.788917528,134478.729419699,135400.869514482,139833.349960308,130270.329086277,124665.948112471,120120.348892238,27545.1619339023
PC (40:6),0.009026764950286316,7.039212996991002,0.01806743938276867,0.8930742822802401,0.9147063665650087,834.6 -> 184.1,PC,1779.0601196289,1676.2401046752,1695.8201179498,1590.6201133718,1557.9001121522,1598.9000968929,1306.1000938413,1347.8200798039,1251.260089874,1320.0400848387,1609.8601341263,1451.0601043709,1288.3000831605,1369.2600936886,1411.2201004022,1377.5401000971,1542.3201217649,1351.6600875862,1606.3401222238
SM (d18:0/26:0),0.008716279397393152,6.7115758301284485,0.01655913114693064,0.8976090513021114,0.9147063665650087,845.7 -> 184.1,PC,1094.1000747682,1170.2200736995,1276.9000892637,1352.2800979612,1367.7200965882,1274.5000877381,1082.0800857544,1209.900081634,1213.4400825505,1263.7800941464,1117.0800857542,1143.7200813292,1261.2600860592,1115.1000938416,1033.1000633239,1158.7200737001,1011.7800827024,1090.8000793457,1175.8600730891
SM (d18:2/18:1),0.007397584383566793,6.695532414971347,0.011910129176916584,0.9130965740501358,0.9260789897949244,727.6 -> 184.1,PC,1288.3400878902,1172.6400833128,1182.3800926209,1243.4600868225,1109.4000816345,1150.5000801089,1264.1400909423,1243.9800949096,1194.5200881959,1153.0200691225,1157.6400794983,1056.020072937,1065.8400764465,1138.4400787355,1131.1600875852,1029.8200759887,1128.9600791932,1165.8800697327,1281.7000923161
Lyso_PC(14:1),0.005973135767363938,7.159612195709697,0.007962352980683818,0.9288975204264068,0.9376607045813731,466.2855 -> 184.1,PC,1755.0001068108,2108.9001579292,1636.7001266483,1611.2401161192,1574.5200996397,1503.8000946044,1799.9001235965,1809.9401435852,1374.1800918578,1593.8201217656,1332.3001060484,1514.4001045233,1904.8001403826,1601.0401077273,1506.460090638,1309.5800895694,1627.3201217655,1662.6001167297,1330.6001091004
C30:0,-0.005399577742111869,12.687568584087064,0.006938313204955193,0.9336157531863226,0.9379989257364932,451.4 -> 451.4,FFA,70847.4649200336,69563.9653777824,68250.2047042788,85758.5857276982,86046.8461417809,88784.5663261229,83188.8257407829,82518.3059463388,84133.9254722257,72766.3651504541,70481.7048149032,73196.6655501925,75514.885292065,81102.5061302357,80483.8455696066,70661.9646186678,74644.4251594582,72142.9649620171,18169.7811965941
PC (38:1),1.8807582903161097e-4,7.330093270806813,7.917168780124939e-6,0.9977549581551377,0.9977549581551377,816.6 -> 184.1,PC,1739.6001319875,2320.100196838,1758.6601181016,2030.9201698311,1560.0201110845,2049.6201400737,1354.2000885011,1576.040122986,1461.9400939943,1465.8600769052,1486.780101776,1742.1601409904,1646.260108948,1474.5001068123,1778.0401344288,1702.8201217653,1431.1000900269,1973.7601509088,4048.800292968
