lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,EKO-C1-Media_r1,EKO-C1-Media_r2,EKO-C1-Media_r3,EKO-C2-Media_r1,EKO-C2-Media_r2,EKO-C2-Media_r3,EKO-C3-Media_r1,EKO-C3-Media_r2,EKO-C3-Media_r3,WT-C1-Media_r1,WT-C1-Media_r2,WT-C1-Media_r3,WT-C2-Media_r1,WT-C2-Media_r2,WT-C2-Media_r3,WT-C3-Media_r1,WT-C3-Media_r2,WT-C3-Media_r3,blank
C28:0,-0.018861196706343147,12.721162241998409,0.07710338447208187,0.7812618825235577,0.8846034013758801,423.4 -> 423.4,FFA,78441.6453246875,72716.9052047429,69877.4250030426,64534.5846328463,65988.3846740512,64569.3250579896,93350.2670058984,90192.6064147554,87555.046440125,72280.1052169586,72125.8847427132,70022.8050765896,85742.6262855332,92374.486022945,90862.9464759696,87688.0464935152,83145.7859344321,88469.3259735032,23953.0817413311
Lyso_PC(19:2),-0.016506000874969635,6.808297670160509,0.05481863799779951,0.8148811036691315,0.9178134536062849,534.3481 -> 184.1,PC,1120.0200805662,1370.2400932309,1092.3200836182,1146.3000831605,1138.5400848383,1181.580078125,1225.9000968933,1462.7800979611,1305.7000885006,1315.9600944515,1263.6001014707,1339.1800880437,1450.5800857547,1323.740089416,1337.8601036072,1332.8200988769,1269.2400817874,1306.1600914001,1145.6800804138
PC (38:6),0.015321687157997648,7.2555131627824325,0.048177981220757005,0.8262646052816871,0.9257624373313144,806.6 -> 184.1,PC,1813.4001159676,1647.7801132202,1737.8601074223,1319.2800941463,1871.4401283259,1464.4401092525,1779.9801139837,1823.4401359563,1813.6001319882,1764.940124511,2081.2001342775998,1780.2001380912,1635.9001235969,2026.0201568606,1952.66015625,1833.0401344293,1718.9801139827,1351.5400886538,1498.7001228325
C12:0,-0.01452975093524171,12.009220068727643,0.0457186814902002,0.8306879948581137,0.9258709942689392,199.2 -> 199.2,FFA,47766.9033088692,46995.2232513378,44269.2232665997,39861.5025253305,40538.1628608665,44950.303085331,50250.043739322,49896.00354003,50913.643379207,49169.043518048,46712.6432113632,46563.6431427,53099.2838287101,52790.043678285,52182.503616327,47784.7033004696,50119.743614187,49850.163589476,23986.2818527216
C20:0,-0.012999967566411565,14.015069778021987,0.03665601367413274,0.8481670941125851,0.9260599905106796,311.3 -> 311.3,FFA,206217.354400637,190337.633361781,177509.972610498,169992.03198239,167784.972549457,169644.13189693601,211803.434875495,202937.054138184,188896.473510778,214755.05569454,192256.593627882,187128.134399421,209151.134551999,210415.854888937,204632.014312735,212264.716445928,193777.412963824,191126.652954088,62300.204498283
Lyso_PC(4:0),0.01365602409958739,6.894456108670453,0.03765693981096074,0.8461336300394467,0.9260599905106796,328.1447 -> 184.1,PC,1313.4200935366,1254.3800926209,1262.0200958251,1275.6600723263,1234.2600860593,1276.98008728,1283.6600952144,1313.1401023864,1515.4401130671,1328.0600929263,1293.9600791934,1383.5801086427,1527.9601020798,1325.5800971981,1407.9400901805,1418.020103455,1343.1200866696,1392.1001091,1472.6401100161
PC (36:0); PCp(38:6),0.014067763713250886,7.126820395404927,0.04028356511975595,0.8409271691293313,0.9260599905106796,790.6 -> 184.1,PC,1387.3400993343,1446.6400947571,1449.460094452,1547.2401237489,1553.4801139832,1457.8200912476,1268.3400726318,1750.0401344299,1385.0800971986,1582.9801063556,1719.7401084909,1831.3801422125,1582.5601043692,1688.2401084898,1510.1200828547,1383.3001098631,1434.6600952147,1306.6800880432,2908.0001907348
PCo(32:1),0.013875714455617054,7.791828056187483,0.04013705532223,0.8412128470323571,0.9260599905106796,718.6 -> 184.1,PC,2598.9401855472,2492.3602066039,2376.5201759331,2319.880161285,2301.1801719651,2519.4402160644,2293.3401603696,1948.7401313784,2508.8801727293,2534.1001930229,2728.1801986679,2548.9401817306,2882.6001892072,2383.1001472454,2871.9001922604,2265.0801696764,2187.0801506052,2249.0601768482,3835.0202789303
Lyso_PC(15:0),0.011752864622764213,6.9240661735529585,0.027945450380112646,0.8672371324789669,0.9301208865607798,482.3168 -> 184.1,PC,1317.1000938417,1416.7400856012,1457.0200920115,1403.4200935369,1311.9801101683,1202.4000930785,1470.9201049811,1260.2800979612,1207.9400863647,1425.3401031485,1553.4801101691,1352.7400932314,1403.6201019287,1279.6600990296,1510.6801185605,1530.8801040643,1230.1200790405,1496.3001174927,1307.4200859066
Lyso_PC(9:0),-0.01003904644132784,6.856107387273992,0.020316277423212625,0.8866572937308368,0.9301208865607798,398.2229 -> 184.1,PC,1225.9000892635,1200.8800849916,1300.100086212,1105.8800849915,1312.5000991821,1257.4600906368,1218.8200950622,1410.6601066591,1324.7601051335,1194.9800910949,1399.4000968926,1229.3000907897,1660.1001167286,1330.8600845336,1445.120101928,1298.8600997926,1392.3800926209,1277.1200828553,1367.9001121521
PC (36:5),0.012102603765638415,6.778477941621007,0.02938426206199818,0.8638948010931462,0.9301208865607798,780.6 -> 184.1,PC,1274.3400955199,1252.7200813299,1301.6800880435,1170.0600852965,1122.5200881963,1159.3400802614,1119.3000869749,1230.2600898742,1077.9400787354,1229.4001045218,1211.6800804134,1391.7000885015,1161.2600784303,1396.2001113895,1329.0400962826,1127.740070343,1274.4400787351,1238.3400955201,1590.3801193226
PC (40:3),0.010430116646966931,6.746456987921782,0.021788857641190873,0.8826501736135975,0.9301208865607798,840.6 -> 184.1,PC,1184.640094757,1191.3800811769,1314.1001014709,1073.4800834656,1246.98008728,1198.140094757,1149.8800849915,1014.180065155,1102.4400787353,1184.2800827026,1187.480091095,1387.6400947566,1286.3800849909,1195.1800765997,1375.9800949098,1119.2800865171,1174.460090637,1221.3800773617,1521.8601112359
PCo(32:2),0.010018171894252859,7.866377719207423,0.020997857954263566,0.8847847918480134,0.9301208865607798,716.6 -> 184.1,PC,3268.7402153006,2861.160205841,2609.7402000418,2656.6401863086,2645.1602058421,2517.2201881412,2094.7401466373,2082.0401535026,2735.5402107234,2449.5601692204,2976.7802009586,3039.0802268988,2866.3002281184,3089.5401725777,3038.2802391065,2489.8401794439,2420.6801681524,2588.9401855475,1774.3001251216
PCo(34:3),0.010126029836382193,6.814427101730506,0.02060107675143641,0.885871026142309,0.9301208865607798,742.6 -> 184.1,PC,1378.5001106256,1429.0401000978,1134.7400779722,1245.8600769043,1235.6200904845,1103.4200782776,1218.380084992,1085.6800804135,1086.9000778198,1347.2400932316,1277.3200874326,1227.7000923153,1315.5201148993,1388.2601127626,1400.7201156615,1244.8800926208,1249.5600814819,1148.1600837707,1751.7801246654
SM (d16:1/24:0),0.009919590962198898,8.919826135964449,0.02093256057659687,0.8849628261972996,0.9301208865607798,787.7 -> 184.1,PC,6456.2404594444,5298.2203521725,4280.9403152457,5270.9803886425,4308.5202598569,4411.2603607187,4159.8202896127,5013.3403625483,4300.1602706923,5803.280399323,6443.0405044553,6892.300476071,5357.3203353929,4678.3203163153,4919.9403419478,4363.2403221122,3538.920249939,4196.500274659,15561.8409767029
SM (d16:1/24:1),0.012338082804458047,8.032814060896234,0.031911836904342294,0.85822129125228,0.9301208865607798,785.6 -> 184.1,PC,3185.9202117917,2979.2202110295,3275.0202102664002,2677.0401916505,2684.9601860038,2606.2801933299,2575.1001777659,2455.780185699,2417.4001846326,3429.5802383409,3045.4202575689,3120.0202293395,2145.4601516731,3632.4602165216,2978.2002334588,2535.1401786798,2564.4201431276,2938.7201766967,5384.400352477
SM (d18:0/18:0),-0.00903696732722313,9.493360927244465,0.017503071990773833,0.8947476590429342,0.9340292635862826,733.6 -> 184.1,PC,9005.2805862366,8309.0205154348,7796.0205917418,6594.0804939258,8878.2006950379,7814.3805465655,7516.4406814548,6886.3404006953,6460.6204757669,9419.3806839017,9934.8209190325,10144.3207244868,8395.5205535906,8582.5805435192,7730.9805069001,7170.2204971353,6369.3203926074,6839.7603912347,11872.8607711758
Lyso_PC(22:5),0.008015791859175331,8.127737788914194,0.013526670291241771,0.907411445659635,0.934376178344055,570.3481 -> 184.1,PC,3298.0202293388,3178.8802299497,3117.4802322386,2083.9001502975,2171.4201545716,2416.140186309,4765.6003875714,3728.560253143,3668.1403312696,3247.1202392566,2134.9001617425,2618.4601821903,3486.7202720649,3744.6202735899,3592.7202377314,3483.9202690119,3742.3602600087,4036.0803184522,1769.9401206975
PC (40:8),0.008513738487511103,6.656707151809711,0.014448304732482598,0.9043238454611001,0.934376178344055,830.6 -> 184.1,PC,1098.8600769044,1041.0800781251,1086.0200729372,1093.6200752259,1085.8800811768,1184.2800865169,1130.4000816344,1103.4400825498,1033.3800773621,1069.1600761415,1161.1600875855,1163.8800773621,1217.2800750728,1106.0800857543,1261.9800910948,1165.0000762939,1059.3000717161,1279.4601020816,1393.2800941462
SM (d18:1/16:0),-0.007867210587546511,10.001294146613903,0.013302418936000038,0.9081787153998292,0.934376178344055,703.6 -> 184.1,PC,11736.6207580668,9980.9406585634,9842.1806602422,11193.340724929,9942.7807540926,10104.7806282074,9368.8006210323,8141.5806083736,9196.8206863321,13569.7209510619,13008.4208068823,13587.2210349873,10411.9006843593,10843.3405876117,10877.0407486004,7402.9406662011,8094.1605758665,8631.0406188934,37158.8032455607
PC (36:3),0.007096602241921516,8.182456509209693,0.010594845100982297,0.9180175244236126,0.938818380430326,784.6 -> 184.1,PC,4373.1402778633,2650.8601760868,3064.9402465818,3210.6202583316,3835.5602531427,2436.1401367174,2520.0201721193,2912.80022049,2707.5402221696,3841.9002304077,4107.8002700802,3698.7602348321,3557.8602294921,2869.0602188107,2866.2402114866,2475.60017395,3222.8202552787,2834.5801773085,5613.9203796379
PCo(36:4),-0.006926210058399972,7.069255269737583,0.009768084677897804,0.9212703733194788,0.938818380430326,768.6 -> 184.1,PC,1223.9400825504,1685.2601051331,1706.2401084897,1394.3800926205,1589.2601127619,1321.4000968936,1517.320114136,1383.3001022339,1402.2401046753,1222.84009552,1505.1201171865,1527.4401092528,1443.6001052859,1571.580131531,1741.4801254263,1702.6001319889,1875.0601310725,1625.0201225278,1459.1601066597
PC (36:8),0.006136828312058159,7.198239752969271,0.007695655302416782,0.9300953411600422,0.9388698255106087,774.5 -> 184.1,PC,1533.4200973506,1445.8000946044,1665.4801254255,1272.640098572,1689.8401298521,1535.2801094057,1541.1801109319,1771.0801086424,1639.0201225292,1642.6201210028,1739.9601135257,2079.640136718,1941.620121002,1702.9601402283,1697.820137025,1317.7201042176,1555.7001190176,1326.6000823971,2613.340179443
PCp(36:5),0.006346959135232003,6.738871348317839,0.008061043449243854,0.9284594082354564,0.9388698255106087,764.6 -> 184.1,PC,1146.7000808714,1071.1600837709,1158.8600769043,1325.1800956728,1175.4200859073,1112.3000755311,1125.6600913999,1109.3800849913,1114.3600807189,1376.8200988767,1354.9800910955,1246.4200973512,1102.2000808712,1335.3401031493,1129.0400886532,1206.3600959779,1197.100078583,1069.000076294,1663.080127716
PCo(36:5),0.0024909302567978583,6.7794967910488575,0.0012459051977966595,0.9718426106473594,0.9764052520119011,766.6 -> 184.1,PC,1206.3400840755,1101.7800827024,1162.5200729368,1184.2800941465,1193.940090179,1264.7800941469,1195.2800903319,1125.3000717163,1371.6800918594,1360.4401092525,1307.1800918578,1138.8400802609,1373.400093078,1405.0201072689,1302.6800918576,1268.9800949093,1181.3200798031,1205.7600898738,1307.500095368
Lyso_PC(8:0),-5.712390932549471e-4,7.119681104924846,6.660434411820404e-5,0.9934884179320236,0.9934884179320236,384.2073 -> 184.1,PC,1864.0201187145,1513.8401107792,1407.220108032,1494.6801071168,1431.1200942984,1316.700099945,1553.2001075751,1513.1801147464,1714.3801383968,1320.0000839229,1844.7201118475,1557.280136109,1568.9400939949,1685.26013565,1740.8601264955,1443.7001113892,1856.8401412957,1735.2201194765,1392.8801002503
