lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,C1-Media_r1,C1-Media_r3,C2-Media_r1,C2-Media_r2,C2-Media_r3,C3-Media_r1,C3-Media_r2,C3-Media_r3,R1-Media_r1,R1-Media_r3,R2-Media_r1,R2-Media_r2,R2-Media_r3,R3-Media_r1,R3-Media_r2,R3-Media_r3,blank
Lyso_PC(19:0),0.004452320791739993,6.828033434369326,0.0038727937868667794,0.9503782589399911,0.9813076354976565,538.3794 -> 184.1,PC,1227.1400871275,1106.4400749208,1228.5600814816,1335.3400917049,1172.2400817872,1120.2000808715,1134.6600723268,1124.8800888058,1101.680088043,1128.4400749205,1474.4801139839,1085.6000785825,1243.500083923,1225.6400756833,1186.1400833128,1218.80009079,1244.8400917054
Lyso_PC(22:2),-0.004887269302141946,6.836558438343184,0.004668796539631259,0.9455240638658818,0.9813076354976565,576.3951 -> 184.1,PC,1268.1400909422,1113.4800758361,1235.6200866707,1061.7800712584,1189.3800811766,1212.1200714113,1063.8200759888,1335.6600990288,1137.9000892637,1396.5401039116,1065.4800758363,1200.4400825502,1311.5200920105,1281.6600875856,1236.7000808716,1119.7600860591,1251.6400833125
Lyso_Sphinganine-1-phosphocholine,-0.0048310310649211765,7.130280601558242,0.004638934747042356,0.9456982882774394,0.9813076354976565,467.3536 -> 184.1,PC,1859.8001365667,1399.400104523,1377.6200942988,1262.9600868227,1274.0800933842,1578.5401306147,1384.600105285,1664.5401267999,1496.2801055915,1693.160129548,1372.5800857542,1322.3201026914,1535.4001045216,1641.1201095573,1717.7801361079,1352.8400993348,1178.6400909426
PCo(38:6),0.0037196392726449386,6.988891944820072,0.0027234573354624203,0.9583798870047207,0.9813076354976565,792.6 -> 184.1,PC,1178.7600860598,1326.5200996393,1409.0800971974,1367.980098724,1237.1400871276,1253.680080414,1313.5800857548,1275.2000923153,1262.0401039125,1273.1000900268,1313.760086059,1374.9600906374,1450.4000968936,1255.6000862131,1269.0400848387,1403.7800979614,1812.2601394659
SM (d18:0/14:0),-0.0038936053751419887,6.952925557487007,0.0029789686911279034,0.9564731289544475,0.9813076354976565,677.6 -> 184.1,PC,1349.5401039122,1181.080101013,1186.2600936889,1301.880092621,1253.5800819392,1406.6600914003,1169.5800743106,1262.680095673,1145.3600883486,1209.9800758364,1368.3801116941,1220.8400802608,1327.3001022343,1541.5401268007,1300.760086059,1281.1800956725,1732.1401100164
SM (d18:1/26:1)17Z)),0.00550657977564418,6.84598495851012,0.005921031165428303,0.9386647237563828,0.9813076354976565,841.7 -> 184.1,PC,1172.5600852971,1116.5000724796,1177.4000778198,1364.2400970457,1061.740070343,1188.9000816344,1185.260074615,1131.6400756838,1137.3200798034,1094.3400650024,1457.2801017764,1215.7400856019,1165.2200851435,1173.6600914003,1192.2000923153,1166.8800849914,1631.9601097123
C17:0,-0.002428756367528126,13.924130178747511,0.0012585790209413972,0.9716998189267145,0.9855349298988527,269.3 -> 269.3,FFA,185010.773574829,158988.49133298,149668.489593507,149528.230483999,154937.331367487,195020.793548569,184115.89366148,177245.071655288,169672.511611924,163777.232574457,178457.572418249,170524.192535422,164165.871368409,186554.433242784,183814.473495531,173262.531768816,40828.862838747
PC (40:8),0.0025440988758571766,6.744962790796935,0.0012568710761011737,0.9717190196666258,0.9855349298988527,830.6 -> 184.1,PC,1098.8600769044,1086.0200729372,1093.6200752259,1085.8800811768,1184.2800865169,1130.4000816344,1103.4400825498,1033.3800773621,1198.4200973506,1085.7800750732,1211.6000976559,1151.9600906369,1114.1400756835,1143.3000717162,1024.3600692747,1091.740081787,1393.2800941462
C22:0,0.001845111472663602,13.603888365477461,7.262485041792388e-4,0.978500412776223,0.9877315487458102,339.3 -> 339.3,FFA,145573.429931634,126222.929458612,119068.028396598,118820.128311129,119821.689224253,156384.950958284,147451.170745852,144506.909927356,144824.810279841,139063.650268542,143651.150039697,138303.349838248,138198.870864861,143364.09005737,130906.309555048,124099.508254991,51079.543594373
Lyso_PC(3:0),-0.0012028317223773044,7.060511712955243,2.8641070529289436e-4,0.9864975072067387,0.991128950902545,314.129 -> 184.1,PC,1201.580085754,1403.9000968931,1323.4200973515,1300.0600929267,1261.0800895688,1615.8801116948,1557.5601120006,1490.6601066595,1427.5801086428,1504.8601112369,1415.8000984192,1361.1001014709,1259.6800880429,1559.400119781,1488.4001045235,1430.2800903323,1325.3201065063
Lyso_PC(18:2),5.983601490478392e-4,7.048167008251903,7.078435378105041e-5,0.9932872020763553,0.9932872020763553,520.3325 -> 184.1,PC,1360.5601043707,1138.4800720213,1355.8400917061,1249.6000938418,1096.4800872803,1624.2601165772,1700.1801261907,1440.4000816346,1458.8400993357,1588.2601127635,1509.1201057435,1227.1400947569,1313.3000984191,1311.3200950629,1435.4201011658,1383.220096589,1539.0000991827
