lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,C1,C2,C3,C4,C5,R1,R2,R3,R4,R5,blank
1_Asparagine,-2.0815070767381505e-4,8.580581487226663,3.0587993742961506e-6,0.9986045466056062,0.9997523523750523,131 -> 114,NEG2,1397.4201087952,1398.4800949095,1395.6401062012,1391.8600959778,1396.840106964,1397.7400894164,1400.240097046,1400.820098877,1402.7000885009,1394.980091095,1397.1401023863
1_Atenolol,0.0038623615065914814,8.583433966592382,0.0010532516378187022,0.9741101281056342,0.9997523523750523,265.2 -> 150.1,NEG2,1396.7201004027,1401.3201026913,1395.2200927735,1392.7401008607,1396.4200973513,1401.1801033021,1401.6600914001,1414.4400901796,1396.8400993345,1404.300098419,1403.4600906371
1_ATP,-1.366749560895104e-4,8.386974140501016,1.3108996023561761e-6,0.9990864660697156,0.9997523523750523,506 -> 408,NEG1,1221.6200942992,1221.62008667,1220.7600975035,1219.2000846862,1220.0200881958,1225.0000839231,1225.8600883485,1220.6200866699,1224.1800842288,1222.0400848388,1219.4800834657
1_Bilirubin,-0.001716961101050173,8.584198754519687,2.0814421263710796e-4,0.9884891560659522,0.9997523523750523,583.3 -> 285.1,NEG2,1396.6000976559,1405.3001022337,1401.8801078796,1396.9801063537,1401.7200889587,1405.0400924682,1403.4600906371,1405.9800949097,1398.940105438,1397.960094452,1398.620098114
1_Caffeine,-0.002081227829524012,8.583648042818094,3.058244338107214e-4,0.9860474362402023,0.9997523523750523,193.1 -> 178,NEG2,1397.1400871277,1411.7600936891,1399.1201019287,1393.8600997928,1397.4200935364,1402.5200881959,1401.3201026913,1400.9201011656,1400.5600967406,1401.1600952147,1400.8000984192
1_cAMP,0.0014500219843447473,8.390555468922177,1.475667911568796e-4,0.9903077703208892,0.9997523523750523,328 -> 134,NEG1,1227.1000900267,1226.0200805665,1220.7400932311,1219.4800910952,1220.9600906371,1225.9200859069,1233.7000770567,1225.4200859068,1225.4200897217,1225.0800971981,1223.9800872803
1_Caprylic acid,0.05430656568763984,8.330924415422393,0.20654413406813216,0.6494896667711875,0.9997523523750523,145.1 -> 89.1,POS2,1094.520072937,1181.9200859069,1145.040084839,1205.1800804139,1123.9000778198,1189.1600914,1166.4000892638,1217.9400978083,1202.6200675965,1209.8600921631,1191.340084076
1_Carotene,-0.073952032326017,8.373584201920353,0.38360959187038535,0.5356777466537933,0.9997523523750523,536.4 -> 445.4,POS2,1191.6800804141,1233.0200958252,1288.7800865175,1214.8800926208,1286.5400924688,1152.5200920102,1185.9400749207,1245.7000808716,1173.1200714111,1161.520076752,1182.2400856017
1_CDP,-0.0013870717597948019,8.389613858639,1.3502923152169163e-4,0.9907286241789005,0.9997523523750523,402 -> 158.9,NEG1,1226.2600822451,1222.3000907896,1221.3800888062,1220.1800880429,1227.3200759887,1225.5400886534,1226.3600883483,1221.760089874,1227.5800781253,1225.4200820921,1220.9800987242
1_Cholesterol,-0.10586282355413906,8.69906095936641,0.7934983310650816,0.3730443988633303,0.9997523523750523,369.4 -> 161.1,POS2,1698.8001403807,1555.0801124571,1637.3801345825,1467.680103302,1465.3801155082,1342.7000846863,1489.8200988765,1393.1601028443,1592.6001243595,1471.8601112362,1576.2601013185
1_Citalopram,-0.07301646530205091,8.460770391023685,0.3749935105116041,0.5402948795205655,0.9997523523750523,325.2 -> 262.1,POS2,1336.1400947568,1247.320087433,1361.3401031494,1394.1601066592,1250.6400871275,1265.240085602,1216.3000907898,1308.9001045221,1230.6800918578,1258.6400794986,1277.3800811767
1_Citric acid; 1_Isocitrate,-6.266632911141371e-4,9.581212184482636,2.8318057838412278e-5,0.9957541001701631,0.9997523523750523,191 -> 111,NEG2,2792.8202018737,2800.6401824951,2794.6601905821,2787.2801895137,2803.8001937865,2806.2001914977,2803.0401916506,2796.700206757,2798.6602020263,2803.0002021788,2796.3601913448
1_Citrulline,-4.709143692641271e-4,8.583866076549848,1.5657575377529126e-5,0.996842806618472,0.9997523523750523,174.1 -> 131.1,NEG2,1405.2400970459,1403.0000991821,1399.7401046751,1394.1600990294,1396.1800880433,1403.0601005556,1416.9001007081,1397.5600929258,1398.7600860598,1396.9601097106,1397.3000869753
1_Creatine,5.580103113615316e-4,8.388207057049037,2.185223081682501e-5,0.9962701929170589,0.9997523523750523,130.1 -> 112,NEG1,1223.1000823972,1223.280086517,1221.700088501,1218.8400878904,1220.9200897216,1224.5200729371,1225.600086212,1224.1400833125,1224.1000900269,1226.9400901795,1218.8000869752
1_Creatinine,-0.0014790430678403089,8.581946291264508,1.5444507468622727e-4,0.9900844704302298,0.9997523523750523,112.1 -> 68,NEG2,1396.7801017762,1399.5601043702,1399.5201034545,1392.0001029967,1402.0800971985,1401.020095825,1403.5000915529,1398.3001022337,1400.9200973509,1396.2601013182,1398.4600906373
1_Cryptoxanthin,-0.07465029999504398,8.843738255737152,0.3965020246723743,0.528901308777945,0.9997523523750523,552.4 -> 551.4,POS2,1513.480110169,1481.5001144405,2415.1801910402,1653.8201332098,1759.8601188658,1570.4401168823,1985.8001365658,1782.240119933,1716.5801239012,1342.640087128,1234.7800750733
1_CTP,4.905376986110154e-4,8.389000941489666,1.6887354116401285e-5,0.9967211643810557,0.9997523523750523,482 -> 159,NEG1,1222.5400848389,1223.5400848389,1220.9600944519,1220.8000831602,1221.8200874325,1225.4000816346,1231.2600822449,1221.0200881957,1224.0200881959,1225.1000747682,1222.8400917053
1_Cytidine,-0.003782816122056285,8.58025904969924,0.0010102080524896744,0.9746444895472111,0.9997523523750523,242.1 -> 110,NEG2,1401.4801101683,1398.5600967408,1396.5400848392,1391.2601089475,1395.4000930788,1397.8400955202,1398.7600975036,1396.8800964352,1394.5800971985,1394.0800971983,1404.9000968933
1_D-(-)-Arabinose; 2_D-(+)-Xylose; 1_L-(+)-Arabinose; 1_Ribose; 1_Ribulose,-0.01012217488829937,10.754186046296956,0.007477378101544391,0.9310913452782593,0.9997523523750523,149 -> 71,NEG1,6301.5604400632,6285.9204483032,6313.7204399105,6304.0604553221,6525.8204574586,6403.1804733276,6231.1404342649,6273.8004531855,6326.5404319758,6352.3004531851,6120.3804092408
1_D-(+)-Xylose,-0.013349203580713101,8.449874251126362,0.01253321344198638,0.910861596214182,0.9997523523750523,149 -> 77,NEG1,1303.9200897215,1248.7400894163,1279.0000839235,1275.8200874329,1322.6800956726,1305.0600967406,1226.9000854492,1257.620098114,1309.3200874329,1288.0400924681,1224.0000801083
1_D-Biotin,-0.0015498824640596293,8.581494267739334,1.6959012611822161e-4,0.9896097004618225,0.9997523523750523,243.1 -> 200.1,NEG2,1396.7400817872,1399.3000907895,1397.8001060484,1395.4400978088,1397.2200965881,1400.6001091003,1400.1800918579,1399.200111389,1400.100097656,1396.140106201,1400.8400993346
1_D-Erythrose 4-phosphate,-0.003557796503877263,8.588702282011964,8.93859380945947e-4,0.9761488146796308,0.9997523523750523,199 -> 97,NEG2,1407.7601051328,1410.7001075746,1400.8800811768,1406.1600914001,1406.120098114,1404.1401023867,1407.8800926208,1410.5200920103,1401.8400993346,1407.2200965882,1397.5800933838
1_D-Fructose 6-phosphate,0.04521559949523967,9.645523906288036,0.1475640917321095,0.7008741532516796,0.9997523523750523,259 -> 97,NEG2,2904.7201843264,2876.4402046201,2892.0002136231,2899.3801994324,2849.5402069091,2844.020198822,3023.5002059934,2937.5601921081,3118.0202217095,2995.9202117918,2848.5801925658
1_D-Galactose,4.943528117226356e-4,8.389565055278032,1.7151114502502937e-5,0.9966956579795914,0.9997523523750523,179.1 -> 91,NEG1,1222.5400848388,1223.6600990295,1220.5200881956,1219.44008255,1223.9400863646,1227.3800811767,1229.1400794982,1221.7200813294,1224.0600929258,1224.9600830077,1227.1800842285
1_D-Glucose; 1_D-(+)-Mannose; 1_D-Fructose,-0.04833670608432654,10.330431862145094,0.16999048388194637,0.680120265091651,0.9997523523750523,179.1 -> 89,NEG1,4582.660331726,4653.3203239442,4839.4603462214,5000.7603836051,5347.2203674314,4559.5603103637,4843.6203422539,4822.7403526304,4703.2003211974,4746.1403274533,3669.6402511596
1_D-Lactose,8.252182988380673e-4,8.390897784279623,4.779500135758223e-5,0.9944839544841187,0.9997523523750523,341.1 -> 143,NEG1,1223.2200927733,1224.8000831603,1222.4600830078,1220.1400833127,1226.5800857545,1226.7800865172,1228.9200820926,1226.8200836182,1224.2000923155,1229.0800971986,1224.0600814818
1_D-Mannitol,0.001787411791684381,9.392389133391289,2.2969497222390806e-4,0.9879079709908515,0.9997523523750523,181.1 -> 163.1,NEG1,2446.3601684566,2459.3001785278,2448.5401573183,2447.3201713561,2455.4001770021,2453.3401718139,2456.6601791381,2448.7601852414,2479.9801597597,2463.8201789858,2444.8201866149
1_D-Ribulose 5-phosphate,-0.003195939345130824,8.585928420215213,7.212122003102915e-4,0.9785750709048311,0.9997523523750523,229 -> 139,NEG2,1402.9601097106,1404.1200981141,1399.5200996399,1406.1001052857,1402.1400871274,1407.9200935362,1405.7800979617,1402.1001052857,1399.4600982664,1401.2801017759,1399.620098114
1_D-Sorbitol,-0.008720128276276915,8.4018478562735,0.0053390622959030715,0.9417512997686114,0.9997523523750523,181.1 -> 73,NEG1,1234.98008728,1255.9200859072,1226.4800987244,1227.7800865174,1244.8400840756,1245.6200790405,1232.1200752259,1229.6800880433,1226.4000854494,1234.020084381,1222.0600967406
1_D-Xylulose 5-phosphate,-0.014777501155319043,8.624581212252563,0.015437892830092621,0.9011178752369364,0.9997523523750523,229 -> 161,NEG2,1452.9400978089,1426.9601097104,1447.4201126098,1443.1600990295,1481.2401123045,1438.3201026918,1419.1401023864,1438.0001106262,1438.9000930786,1461.2800979614,1403.7400970456
1_D(-)-hydroxy butyric acid,-0.02826489528873905,8.691798586926975,0.056592569874609255,0.8119649155813845,0.9997523523750523,103 -> 59,NEG2,1574.0801124571,1516.24010849,1498.3201065065,1523.0001068116,1558.3601112365,1527.3201065062,1467.6201057432,1507.1601219176,1517.0401153561,1520.8200988768,1398.7401008606
1_Dihydroxyacetone phosphate; 1_Glyceraldehyde 3-phosphate,0.0013300956802868755,9.592601548971423,1.2759642914587747e-4,0.9909874002154085,0.9997523523750523,169 -> 97,NEG2,2827.1002120965,2812.6801910401,2806.2202033996,2828.1601943969,2813.8602027891,2821.7201957703,2846.6801986692,2818.6201896667,2824.4601936338,2824.240203857,2803.7001838686
1_Diphenylamine,-0.008154157837483493,8.602381694845818,0.004697344709953928,0.9453580262145986,0.9997523523750523,168.1 -> 166.1,NEG2,1423.6601066589,1417.4801139831,1413.1600990295,1404.6601028441,1457.7000961306,1419.6401062011,1408.5000915525,1419.7401084895,1426.3000984191,1419.9000930785,1397.7800941469
1_DL-3,-0.005592539923651537,8.394248984602534,0.002195417073562786,0.9626285719282532,0.9997523523750523,183 -> 139,NEG1,1230.8400993346,1229.6800918579,1239.360080719,1223.2400894165,1223.8400840759,1231.0000839233,1228.820087433,1219.4600944518,1227.4400901793,1231.6000900271,1223.160079956
1_DL-Homoserine,-0.0014098999059351705,8.57978209649988,1.40333412749008e-4,0.9905482887087448,0.9997523523750523,118.1 -> 100,NEG2,1396.7000961305,1397.8600883481,1394.3600845338,1393.0401000974,1397.1000976561,1402.7400932312,1399.0201034547,1397.3601074217,1394.4800949097,1395.8200988769,1396.8001060485
1_Dulcitol (i.e. Galactitol),5.778211379625978e-4,8.39037703763389,2.3432952304013738e-5,0.9961376478359697,0.9997523523750523,181.1 -> 101,NEG1,1225.4200935361,1226.4400825501,1221.4600791933,1220.9800720217,1222.080089569,1227.8000869749,1230.3400917053,1225.7200889586,1226.4200973512,1223.6400909423,1221.8800926209
1_Elaidic acid,-0.0035131488630827704,8.39033902056223,8.662316986734874e-4,0.9765201995700671,0.9997523523750523,281.2 -> 96,NEG1,1226.58008194,1226.180080414,1227.1200828552,1223.5600852967,1221.8200683592,1226.5200843809,1228.7400894162,1220.7000885009,1226.1400833128,1223.3400840761,1221.1200790406
1_FAD,0.0018697479514239383,8.456050846500169,2.458901457172459e-4,0.9874889769042317,0.9997523523750523,784.1 -> 784,NEG1,1279.8000946045,1284.2200927734,1274.5200996398,1277.1200942992,1287.8800964353,1281.6000862122,1288.2800865175,1279.7600898742,1299.7800941465,1278.3000907895,1269.5800895691
1_FMN,0.1152908375318,8.78960895750482,0.9436097327341233,0.3313512365192878,0.9997523523750523,455.1 -> 213,POS1,1620.9201316831,1662.4201049803,1456.3401069642,1490.0201148989,1553.3200988768,1814.1401100156,1537.9601097114,1616.5401229855,1817.6401329033,1666.2601318361,1540.6601219172
1_Folic acid,-1.3400272733483197e-4,8.582725003808696,1.2678053912563991e-6,0.9991016071914235,0.9997523523750523,440.1 -> 396.1,NEG2,1396.5801010129,1398.6801071165,1395.7000923157,1403.8600845337,1396.8001022336,1400.900089264,1407.8401069638,1403.3400993345,1396.5600891113,1399.5201034544,1396.960094452
1_Fumaric acid,-0.0010427728215396568,9.580670972162212,7.840972655082622e-5,0.9929348830421673,0.9997523523750523,115 -> 85,NEG2,2795.8402099607,2800.0402030947,2794.5001831055,2789.360179901,2794.8601951596,2803.5801925656,2806.4401893617,2802.5602035519,2793.3401947021,2792.9801902767,2798.0001907346
1_gabapentin,0.08900485455613637,8.702147452611616,0.5608190838836355,0.45393040938600443,0.9997523523750523,174.1 -> 93.1,POS2,1438.0200996401,1641.3801116938,1568.1601066591,1279.7400894165,1347.2000846863,1312.540096283,1627.6001167293,1748.7401275631,1472.4401016233,1596.1801109312,1693.7001113893
1_GDP,-8.904155372889634e-5,8.38749576545915,5.563962723574567e-7,0.9994048422036466,0.9997523523750523,444 -> 152.1,POS1,1459.8201026916,1487.2401046754,1613.2001037603,1387.9600868226,1660.1001167302,1362.5400810239,1305.3200988769,1382.6600914004,1481.4201126107,1976.3401260392,1333.2400856023
1_GDP,-8.904155372889634e-5,8.38749576545915,5.563962723574567e-7,0.9994048422036466,0.9997523523750523,442 -> 344,NEG1,1222.2800788877,1222.1600761415,1220.5000801086,1219.3600883481,1220.920082092,1224.8400840759,1227.700077057,1220.260082245,1223.1400794982,1223.9600906372,1220.1400756837
1_Glutamic acid,0.019364385299959288,8.594176264765592,0.02648432611954951,0.8707231065456642,0.9997523523750523,146 -> 128,NEG2,1405.1600990294,1399.7800941465,1406.5600929261,1394.040107727,1400.5600967407,1410.1801033021,1418.3801040647,1450.8401145936,1428.5801010132,1410.4000968931,1395.4201011654
1_Glutamine,-0.02207574106741843,8.628488774626694,0.03445648319062038,0.8527391796943132,0.9997523523750523,145.1 -> 127.1,NEG2,1445.4801025389,1439.3201103209,1463.3601036068,1470.1801033021,1475.3400917054,1461.000110626,1434.2601051331,1440.3601074218,1430.6001052858,1434.2400932312,1399.820098877
1_Glyceric acid,0.0026540814408697972,8.387886117400067,4.94341449001701e-4,0.982261463164742,0.9997523523750523,105 -> 75,NEG1,1221.4200820922,1219.1400909423,1219.2400741577,1220.920085907,1218.920085907,1224.980079651,1226.9400939942,1220.8200912475,1223.8400802609,1229.3800849915,1223.3200912476
1_Glycerol,4.804345668321037e-4,8.579927616993961,1.6295018730341435e-5,0.996779181040739,0.9997523523750523,91 -> 59,NEG2,1395.3200950623,1399.1201133727,1394.0201148985,1391.1601066589,1395.6201019288,1400.1601066587,1400.9600944521,1397.4001045224,1396.580104828,1399.6801033019,1396.8401031494
1_Glycine,0.022491299954275967,8.527890868289948,0.03566079121807242,0.8502177106372868,0.9997523523750523,76 -> 48,POS1,1456.7601127625,1301.6600990294,1356.0600891112001,1283.6401023865,1295.5400924682,1337.4600944519,1422.2200965886,1264.9400901792,1408.0401000977,1383.4401168821,1312.1800956727
1_Glycolic acid,1.2840733320571967e-4,8.552341203235951,1.163132212822493e-6,0.9991394927789546,0.9997523523750523,75 -> 73,NEG2,1352.6800956723,1355.4601020809,1351.6600990296,1393.2401008603,1396.8400917055,1356.740097046,1402.080101013,1356.2400779722,1401.5200996397,1350.6800956726,1358.540092468
1_GTP,-6.087648101761278e-4,8.387610536721814,2.600752265456089e-5,0.9959310001697733,0.9997523523750523,522 -> 424,NEG1,1222.5800971984,1221.2600898741,1220.2200813293,1219.9400787352,1222.8800849914,1225.7800827028,1226.0200843814,1220.7000732422,1224.2000846862,1222.6600799559,1220.1000823972
1_Guanine,-0.12203675295913706,8.831134786133383,1.0586442183894782,0.30352461106452294,0.9997523523750523,152 -> 135,POS1,1639.0801010132,1674.2401199341,1674.1601181032,1913.16015625,1871.7401199331,1901.2201385494,1311.5400848389,1523.06010437,1787.5601463326,1557.6601104735,1443.6001052855
1_Guanosine,0.008880509511510749,8.401667392237924,0.005537287948480012,0.940681800374373,0.9997523523750523,282.1 -> 150,NEG1,1230.140090942,1225.7200737,1242.5200920104,1223.8000907898,1230.8400802612,1228.740081787,1251.5000953675,1245.2200851438,1237.900085449,1242.9400863647,1219.0400772094
1_Hexanoylcarnitine,-0.04654913859759676,8.474454274620872,0.15249527491889658,0.6961620986562314,0.9997523523750523,260.2 -> 201.1,POS2,1316.7401084899,1645.040122986,1163.0600891114,1182.0000839232,1296.9600982675,1199.5800857542,1283.5600852965,1254.2400894164,1357.8200988768,1315.940093994,1267.2400817868
1_Histidine,-0.0025156291300313977,8.584192500114174,4.468249549273648e-4,0.9831353850347561,0.9997523523750523,154.1 -> 137,NEG2,1400.7200965882,1403.6200828553,1397.7201004028,1397.0200920107,1405.6400947568,1403.5201072691,1400.8200950623,1404.8801002503,1396.4400939943,1404.1001052853,1397.960105896
1_Homocysteine,-0.0011275554579460454,8.581477491635626,8.975956638193443e-5,0.9924408330451086,0.9997523523750523,134 -> 33,NEG2,1399.0201034544,1399.7800941468,1395.7200965878,1394.4201087951,1397.2601013181,1398.1001014711,1402.56010437,1402.8001060486,1397.7200927733,1396.7801017763,1399.2200965883
1_hydrocortisone,-0.0033412477943299324,8.579791898938026,7.88134272918439e-4,0.9776033468496279,0.9997523523750523,361.2 -> 331.2,NEG2,1395.8400993347,1397.6400947566,1396.9000892639,1393.800109863,1398.9401054381,1395.7600975034,1399.8800964355,1398.980102539,1394.100097656,1395.4200973511,1398.1200866698
1_Hydroxybupropion,-0.07024146919466177,8.585358062567543,0.34821511047209786,0.5551252558630024,0.9997523523750523,256.1 -> 238.1,POS2,1465.2600898745,1295.3000946043,1367.1201057433,1545.5401115412,1443.2400970456,1574.0600967415,1334.3000946044,1365.7200965881,1273.2800827022,1245.9400863648,1512.8401069635
1_Hypotaurine,0.002066673334453647,8.586188238261478,3.015881502083789e-4,0.986144398982555,0.9997523523750523,108 -> 81.8,NEG2,1396.4600982667,1398.6400909428,1395.5601081845,1392.0601005556,1397.2000999449,1401.0001068113,1400.8000984193,1398.8601074215,1395.480102539,1394.5401039122,1397.9601020812
