lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,Control1,Control2,Control3,Control4,RAC1,RAC2,RAC3,RAC4,blank
TAG(52:5)_FA 18:1,-0.07294399457400576,7.010561435859697,0.6611661967591518,0.41614853366207627,0.9989215810569301,870.8 -> 571.8,TAG1,1055.0200881955,987.4400711057,1024.7800674439,1162.3400878912,982.2400627135,965.3400611877,1047.6600837707,1026.8800697325,953.0000724792
TAG(52:5)_FA 18:2,-0.013293787788313183,7.056460953471847,0.022011821838879175,0.8820556548019537,0.9989215810569301,870.8 -> 573.8,TAG2,1145.4200782779,1088.9400787352,1001.6000747682,983.3400764465,1055.9800758361,1029.5800704954,1054.8800773623,1041.2000808715,1099.7200851439
TAG(52:5)_FA 20:0,0.04779753427553218,7.017051162974698,0.28373117433863393,0.5942660363662345,0.9989215810569301,870.8 -> 541.8,TAG2,1027.000072479,987.8600730893,1025.0000762939,997.000061035,1018.3000640871,1086.8600807189,1037.5400733948,1031.2000694276,1034.0000724792
TAG(52:6)_FA 16:0,-0.11253167687847704,6.970461835453045,1.5666517240391475,0.2106939315669718,0.9989215810569301,868.7 -> 595.7,TAG1,1092.2000846857,950.5200653077,1037.3000755308,1066.4800834655,952.1600608826,964.8000679015,975.1000671389,944.9800720216,967.4200630188
TAG(52:6)_FA 16:1,-0.007847072514622638,6.963561237579339,0.007617167771221622,0.9304518226340365,0.9989215810569301,868.7 -> 597.7,TAG1,971.5800666808,1039.1800727841,987.6600685119,990.1200752257,982.2800712587,1005.4600791932,991.3400650022,988.2800598142,953.4200592038
TAG(52:6)_FA 18:0,-0.03486054527196177,6.965375562003926,0.15036333394306034,0.6981883849439586,0.9989215810569301,868.7 -> 567.7,TAG1,1044.580070496,1046.6000709535,982.4600639343,959.6200714111,1026.3000717163,987.5600624083,968.300075531,956.0200653077,949.6400642395
TAG(52:6)_FA 18:1,0.021027390651129012,6.952585927968829,0.054642106452173156,0.8151740133905513,0.9989215810569301,868.7 -> 569.7,TAG1,989.3000717162,938.3400611877,972.2800750732,1019.860069275,941.2000732424,1062.1200752258,945.1600799558,1029.0000724793,942.8200721739
TAG(52:6)_FA 18:2,-0.031623716345204576,7.0022401044530955,0.12397348128999441,0.7247642574094559,0.9989215810569301,868.7 -> 571.7,TAG2,1072.5200729365,1003.6400642395,999.380065918,1013.6200828552,997.0600662231,991.520072937,1012.2000694276,1000.8400802613,1058.4000816345
TAG(52:6)_FA 20:0,-0.0293792671553692,7.024045753222455,0.10727814727997598,0.743264463139787,0.9989215810569301,868.7 -> 539.7,TAG2,1019.6000709532,1002.8600730897,1016.0400772093,1132.200065613,1041.3000755309,1035.1200752257,1000.5800704955,1010.8800697327,1031.5400695801
TAG(52:6)_FA 20:4,-0.06234984795483659,7.014261802919997,0.48299940621313864,0.487066840895064,0.9989215810569301,868.7 -> 547.7,TAG2,1020.3200645448,1020.8600807191,982.5000686647,1184.8400802617,1040.0800857544,989.5400733948,1022.4800796509,980.0400733947,988.0600738524
TAG(54:0)_FA 16:0,-0.038630172498896526,6.95898064293065,0.1844980232715392,0.6675358706256046,0.9989215810569301,908.9 -> 635.9,TAG1,1050.1200637817,975.7800559997,1053.1800804138,935.5400695801,958.5600585937,980.3200683594,1007.3400840759,963.6200714111,955.9600677488
TAG(54:0)_FA 18:1,-0.013594101294343726,7.263291409675858,0.023405354741337092,0.8784076699508914,0.9989215810569301,908.9 -> 609.9,TAG1,1113.1600837707,1056.6000747677,1227.5800933837,1477.2600975036,1406.2600936887,1027.1000709534,1188.9600830072,1209.7000999456,1261.6200866692
TAG(54:0)_FA 18:2,-0.00890289633216709,7.014991465089658,0.009842264403967849,0.920972974498887,0.9989215810569301,908.9 -> 611.9,TAG2,994.0400733947,1053.7600708009,1011.6400794983,1051.54006958,998.4400787352,1068.680065155,1009.0200653076,1010.080066681,1034.700073242
TAG(54:0)_FA 20:4,-0.007432141258449366,6.976773872081302,0.006840001079898683,0.9340866664458628,0.9989215810569301,908.9 -> 587.9,TAG2,1026.3200759886,985.6000595093,1022.4000778198,985.6800575256,991.3200683595,1023.8800697328,984.9600715637,1000.08007431,970.3400726317
TAG(54:1)_FA 16:0,-0.08668946164195467,6.999642056568945,0.9298602795267823,0.33489923398710936,0.9989215810569301,906.8 -> 633.8,TAG1,970.5400733948,1074.660072327,1021.1000709534,1045.2200775145,949.9200706481,1010.1400718688,966.4600639341,945.7200660705,1147.3400840762
TAG(54:1)_FA 16:1,-0.09913486151546846,6.985323764143083,1.2176320932332607,0.2698258557153317,0.9989215810569301,906.8 -> 635.8,TAG1,1059.2200813294,1072.7800712582,996.3600769043,1045.3600730894,1008.1200675967,957.6400718689,957.2400627138,974.3400611878,973.7200736997
TAG(54:1)_FA 18:0,0.016419659561276962,7.104739573456995,0.0337745183333924,0.8541872633372136,0.9989215810569301,906.8 -> 605.8,TAG1,1004.6800651548,1142.0400886541,1086.4800834659,1149.0600852966,1047.7200698853,1026.0800781249,1078.0000724796,1278.2400779721,1013.2800750732
TAG(54:1)_FA 18:1,-0.07665361412106791,7.0521102031590965,0.7326622020601317,0.3920216239270773,0.9989215810569301,906.8 -> 607.8,TAG1,1040.3400688177,1168.4400901789,1065.3600692751,1082.7000617982,1011.6600761413,1072.4800758361,985.4200820923,1061.3000679018,987.0200614931
TAG(54:1)_FA 18:2,0.028504070165366775,7.012134752631206,0.10091396761279658,0.7507355818287282,0.9989215810569301,906.8 -> 609.8,TAG2,1060.9200744629,1004.2200698852,994.8000717164,1005.8800697326,1023.0400810239,1065.9600830076,1060.1400794982,999.4000701903,1000.2200698852
TAG(54:1)_FA 20:0,-0.10225366582222263,7.680161281821529,1.3607759198186926,0.24340305318654512,0.9989215810569301,906.8 -> 577.8,TAG2,1303.500087738,1453.6600952151,1951.6201591502,1988.4401435844,1780.0001144411,1742.1601142882,1243.5400924684,1476.2000999451,1709.1001167293
TAG(54:1)_FA 20:4,0.01591314740502871,7.015917233276191,0.03144974044807236,0.8592407467331582,0.9989215810569301,906.8 -> 585.8,TAG2,1023.1400680543,1024.6800651552,1029.5400733946,1003.7800712584,1022.7000732421,1032.420070648,1045.5000801084,1026.7000694275,1029.4400749206
TAG(54:2)_FA 16:0,-0.03758226127990115,7.0221121563920095,0.17554930560907578,0.6752263313981092,0.9989215810569301,904.8 -> 631.8,TAG1,1039.9400634767,1103.9200782772,989.6600685119,1049.8000717161,1027.4200668334,1035.1200637819,1035.3000755308,979.0000724793,1018.9200706482
TAG(54:2)_FA 16:1,-0.10335385380968341,6.994468676471302,1.323112220742329,0.25003426729569755,0.9989215810569301,904.8 -> 633.8,TAG1,1038.4800682066,1129.300086975,1008.4400863648,995.1800765993,999.1200752256,994.1000747682,950.0000724792,940.4800682065,1046.3200607303
TAG(54:2)_FA 18:1,0.0011583045452063718,7.508403297109223,1.7325607464968584e-4,0.9894980062314137,0.9989215810569301,904.8 -> 605.8,TAG1,1516.9200897212,1666.0201148992,1257.4400901799,1456.4800949104,1370.8200988765,1682.7801132207,1435.840110779,1412.0800971988,1213.0200767515
TAG(54:2)_FA 18:2,-0.029500883029321242,7.067355551037163,0.1084884410489948,0.7418716301596636,0.9989215810569301,904.8 -> 607.8,TAG2,1045.3000831603,1055.9200782773,1120.0200881958,1051.0000762938,1081.2800788881,1021.120071411,994.1000671386,1089.5800743104,1113.5800781249
TAG(54:2)_FA 20:0,0.03902963421007289,7.034476408418664,0.18932810131513378,0.6634764221829494,0.9989215810569301,904.8 -> 575.8,TAG2,977.9200706482,1051.600074768,1006.3200798033,1037.9600715637,1044.9400672914,1014.1600761413,1040.5400657654,1085.8800697328,1096.6600685118
TAG(54:2)_FA 20:4,-0.001063305959296168,6.993417475166212,1.401998575156771e-4,0.990552787163333,0.9989215810569301,904.8 -> 583.8,TAG2,1022.2000694274,998.5800743103,999.8600692751,1034.2600708008,989.2200736999,1070.2200698852,996.9600753782,996.4800643922,987.3400611879
TAG(54:3)_FA 16:0,-0.09802955581820857,7.04722210762923,1.1962418824608774,0.2740741007381073,0.9989215810569301,902.8 -> 629.8,TAG1,1131.6800804135,1106.0000762937,1038.3800735474,1055.8800735474,948.7200622557,1003.9800682067,1006.1000747679,1087.9400787346,1060.5000915527
TAG(54:3)_FA 16:1,0.01556050261970243,6.9810754665149535,0.030014834120006828,0.8624565757614906,0.9989215810569301,902.8 -> 631.8,TAG1,1009.1000747682,987.1200752256,1003.5800743104,1021.7600822445,1030.7000694276,1021.0800819397,979.3600769041,1034.7200698853,931.0600547789
TAG(54:3)_FA 18:0,0.07534796953764682,7.061699139356002,0.7086680621837127,0.3998863378706867,0.9989215810569301,902.8 -> 601.8,TAG1,1122.8000831605,961.1000671387,1026.6200714113,1057.480072021,1076.880077362,1197.2200965884,1082.5200729368,1037.2000846861,976.5400657653
TAG(54:3)_FA 18:2,0.0019390608698240407,7.108067133404863,4.712547360179453e-4,0.9826805611841766,0.9989215810569301,902.8 -> 605.8,TAG2,1146.7200889587,1156.7200775146,1047.9800796508,1068.7600822449,1138.1000938417,1044.6200790405,1175.5600776668,1069.5400733948,1004.0800628664
TAG(54:3)_FA 20:0,-0.08392883531104027,7.066304136255371,0.8788359271498998,0.3485207078670276,0.9989215810569301,902.8 -> 573.8,TAG2,1052.0200805663,1137.4000778202,1086.5400772098,1112.3000755308,1030.2000770568,1112.4600791934,1015.0600814819,983.540065765,1038.9000778199
TAG(54:3)_FA 20:4,0.0033964896662571024,7.032341681667036,0.0014359102699108561,0.9697726699814615,0.9989215810569301,902.8 -> 581.8,TAG2,979.4000701905,1123.2600822448,1018.0800704956,1051.6000709533,1020.1200714109,1107.0600776667,1055.9400787353,999.6800727841,991.1800727843
TAG(54:4)_FA 18:0,-0.044886448770302595,7.067157584801208,0.25151773617723094,0.6160084145371655,0.9989215810569301,900.8 -> 599.8,TAG1,1189.0200881959,1027.1400718688,1094.7400817869,1035.1800765991,980.8200759887,1056.5800743103,1154.600086212,1022.8600769042,1012.6600608826
TAG(54:4)_FA 18:1,-0.1099657916881951,7.6150604264302535,1.5732412949415888,0.20973692282241588,0.9989215810569301,900.8 -> 601.8,TAG1,1561.740112304,1843.4401397708,1469.3400955203,1819.0801239011,1481.7800865178,1708.6801376327,1357.8200874331,1651.1801071172,1120.7600784302
TAG(54:4)_FA 18:2,-0.11189689667687004,7.464733822612919,1.6139007414732163,0.20394434378396184,0.9989215810569301,900.8 -> 603.8,TAG2,1548.5201072702,2064.8401336662,1130.1800880433,1284.0600776672,1156.7600822446,1552.2201118465,1529.720115662,1336.360092163,1026.940071106
TAG(54:4)_FA 20:0,-0.03274860769357395,7.0149096337839625,0.1331664894354565,0.7151712441115898,0.9989215810569301,900.8 -> 571.8,TAG2,1038.3800735472,1034.400089264,1039.4000778197,1031.4600830078,1034.600063324,1009.7200698853,1013.2000808715,994.3600654602,1035.9800834654
TAG(54:4)_FA 20:4,0.007768600779747101,7.037915299747392,0.007511347337194163,0.9309353895301413,0.9989215810569301,900.8 -> 579.8,TAG2,996.7600746155,1081.7400779724,1032.560066223,1052.4400711058,1112.1600914,998.4400749209,1003.3200759887,1072.4400787352,1030.8400726319
TAG(54:5)_FA 16:0,0.07965633680871048,6.997666364364359,0.7875952358091785,0.37482826527999813,0.9989215810569301,898.8 -> 625.8,TAG1,1011.6600685122,973.2000694274,988.1800651549,1004.2200813294,1176.4600830079,1024.6800804137,1023.7200698851,980.9000625609,941.8600654602
TAG(54:5)_FA 16:1,-0.009537665291738317,7.013231253632087,0.011310966669269895,0.9153022594698641,0.9989215810569301,898.8 -> 627.8,TAG1,1032.2200813293,964.5600738523,978.4400672912,1180.8000869747,965.2800750733,1081.5600776672,1044.8600769044,1037.8800735474,936.4400749206
TAG(54:5)_FA 18:0,0.06195931208351379,6.962906487427944,0.474687828373511,0.4908384165822364,0.9989215810569301,898.8 -> 597.8,TAG1,971.5200767516,983.740058899,994.160079956,932.6400680541,1127.2600746152,951.4800643922,1002.4200820921,973.2400779722,969.3600654603
TAG(54:5)_FA 18:2,-0.011101597300637695,7.364268497822101,0.015762411139610855,0.9000893776885243,0.9989215810569301,898.8 -> 601.8,TAG2,1315.1001014701,1442.6401023865,1165.5800819404,1427.6600990292,1186.3800849915,1367.8601074216,1451.3201179496,1304.6800994874,1110.6000823977
TAG(54:5)_FA 20:0,-0.03262402394048977,7.006718727751737,0.13213130684331886,0.7162323818615636,0.9989215810569301,898.8 -> 569.8,TAG2,1086.0000839233,1012.9400787354,1032.1600723265,1006.280075073,1046.2600746153,1008.9600677491,996.380065918,994.7600631712,996.0400695801
TAG(54:5)_FA 20:4,-0.06526934299501831,7.108380613235122,0.5339545852843632,0.46494899835197034,0.9989215810569301,898.8 -> 577.8,TAG2,1111.4200820923,1146.6000785827,1203.3600807187,1068.3800773623,1040.0800743103,1158.7000770565,1024.9400672914,1105.5400695802,993.5400695802
TAG(54:6)_FA 16:0,-0.016174835482480568,6.97121067326158,0.0323806889949646,0.8571946867752444,0.9989215810569301,896.8 -> 623.8,TAG1,1010.0800704953,979.0200653076,990.8200683594,1036.4600715637,1012.2400665284,1013.1600646972,942.8200721738,1004.1600685121,967.0000686646
TAG(54:6)_FA 16:1,-0.04429586512928148,6.9590004273069175,0.24264819116785213,0.6222999601622806,0.9989215810569301,896.8 -> 625.8,TAG1,1016.3400688173,997.8200759886,1009.9200820923,1006.7800712584,1022.1200752263,975.4600715637,949.3400688174,963.3000679014,940.2400627134
TAG(54:6)_FA 18:0,-0.10138908161855638,6.994954429049354,1.2754623519575814,0.2587444420946871,0.9989215810569301,896.8 -> 595.8,TAG1,1012.820072174,1226.7800865176,958.5000686646,1027.4400711061,1018.2800827026,946.7000694275,951.8000755308,1021.180076599,943.5600624085
TAG(54:6)_FA 18:1,0.011250079799403716,7.013718880937747,0.015716869083746143,0.9002330614186149,0.9989215810569301,896.8 -> 597.8,TAG1,979.2400741578,1104.6800842287,952.4600715638,1047.4600639342,1019.100070953,1026.4200744627,1091.8400917052,979.5000686645,1024.6400680547
TAG(54:6)_FA 18:2,-0.03845220305159176,7.183330779954906,0.18635448774260954,0.6659682252047532,0.9989215810569301,896.8 -> 599.8,TAG2,1015.9800720214,1350.3201065071,1180.6200866703,1161.260082245,1088.2800712583,1135.4000778198,1156.3000793457,1202.6200752256,1088.3000679014
TAG(54:6)_FA 20:0,0.0244436027786075,6.996108616990692,0.07411495732894546,0.7854370076098147,0.9989215810569301,896.8 -> 567.8,TAG2,1037.0400733945,974.3800697324,966.5400695801,1052.0600662232,1004.7800674437,1074.3000831601,1014.6600761413,1006.4000778199,982.0600738525
TAG(54:7)_FA 16:0,0.014269135040373871,7.026656933210313,0.025317939863350736,0.8735773875533839,0.9989215810569301,894.8 -> 621.8,TAG1,1034.8400764464,1018.2200775147,1025.3400726319,1044.7800750727,1035.0200729372,1135.8600807195,988.84007263189994,1005.6000747682,1019.0200805665
TAG(54:7)_FA 16:1,-0.016815936604728198,6.987924051362526,0.03502910158636019,0.8515346917062371,0.9989215810569301,894.8 -> 623.8,TAG1,992.4400672911,993.8800659182,1079.0000724792,979.3400611879,1018.4400672914,963.8200645448,1016.7600669863,999.8600769042,1016.3600692747
TAG(54:7)_FA 18:0,-0.03214148328798871,6.9811147596231855,0.1279860835348705,0.720529343486131,0.9989215810569301,894.8 -> 593.8,TAG1,1004.160068512,1143.6600875854,957.7000617981,964.9200706482,981.1400680542,1030.1400756839,989.1200675963,980.3600654602,967.9600753783
TAG(54:7)_FA 18:1,-0.05423571813191778,7.015357727246133,0.36580472498281846,0.5452999806845795,0.9989215810569301,894.8 -> 595.8,TAG1,989.76007843,983.420063019,1020.0200691224,1233.5600891113,1137.0400810242,993.2000579834,994.8000717166,948.5400581361,937.5200653075
TAG(54:7)_FA 18:2,-0.009969995854637866,7.003776996029218,0.01233805999137022,0.9115554297597811,0.9989215810569301,894.8 -> 597.8,TAG2,1034.8400764465,1006.7400703432,1016.1200675964,1041.2000656129,1023.1200675962,1051.1800651555,1015.4800682068,982.3800659179,990.3200607299
TAG(54:7)_FA 20:0,-0.014664909876391323,7.023722634457215,0.02674696006660293,0.870089361939355,0.9989215810569301,894.8 -> 565.8,TAG2,1041.0400695802,1084.8000717165,1002.0400543213,1043.7200775147,1011.1000671386,1050.7800712587,1017.0800819397,1050.5800666812,987.980075836
TAG(54:7)_FA 20:4,0.05490247473988538,7.0311445026286705,0.3749929320741554,0.5402951919313487,0.9989215810569301,894.8 -> 573.8,TAG2,981.3000717162,1088.5600738526,1007.7600784302,1006.4000663757,1033.5800781251,1007.0200729369,1045.7600860595,1154.9200706481,1010.6400794983
TAG(54:8)_FA 16:0,-0.021611328730173414,7.000637734270474,0.058004315169046694,0.8096784673627929,0.9989215810569301,892.7 -> 619.7,TAG1,1085.7800712592,1059.6600761409,980.6600685121,1007.8600730895,1040.200073242,1036.6200828551,1004.6000709534,992.3000793454,935.3000679014
TAG(54:8)_FA 16:1,-0.09830552790831454,6.956754435800342,1.1941512341317453,0.27449379965063603,0.9989215810569301,892.7 -> 621.7,TAG1,1035.2600746154,1053.0200653075,1005.740070343,992.9800796508,940.6000671387,956.260066986,955.6800727845,965.6200714112,961.4000663759
TAG(54:8)_FA 18:0,0.007147498865863071,7.001064030770358,0.0063349257592004715,0.9365615617687859,0.9989215810569301,892.7 -> 591.696,TAG1,1046.2400741576,1018.8600730896,993.6400756834,985.1200714111,999.1000671383,1079.3200836183,967.0000724792,1019.04006958,1033.8600730897
TAG(54:8)_FA 18:1,-0.10711608536104476,7.044736159326981,1.4283434798871153,0.23203497376851182,0.9989215810569301,892.7 -> 593.7,TAG1,1092.3200836182,1117.5800704953,1115.460071564,1021.5400733947,1077.1600723272,1037.0800857542,995.5000762938,928.14005661,1041.6200790403
TAG(54:8)_FA 18:2,0.021669456287442587,7.0177087790056625,0.05836176147533334,0.8091042333304601,0.9989215810569301,892.7 -> 595.7,TAG2,985.0400657654,1086.6800880431001,1004.0200767516,1022.3800773621,992.480075836301,1112.0200729371,1027.7200698853,1028.0400733947,992.2800712587
TAG(54:8)_FA 20:0,-0.0270686128409491,7.046703198860421,0.09128099953718127,0.7625549031654347,0.9989215810569301,892.7 -> 563.7,TAG2,1037.1000747682,1026.9400749207,1165.5000953674,1017.8600807189,1058.6800689697,1025.3000679015,992.3400764462,1092.3800697323,1021.2200698851
TAG(54:8)_FA 20:4,-0.05588812644939615,7.042677198065645,0.3891575350300336,0.5327425697566104,0.9989215810569301,892.7 -> 571.7,TAG2,1200.3800926208,1053.2800712587,1035.8200721739,1004.9800682069,996.6600761412,998.2200622558,1068.9200897217,1068.2600746154,985.2600746154
TAG(56:0)_FA 16:0,0.003116400838919986,7.103601200991891,0.001215043654938519,0.9721933889760397,0.9989215810569301,936.9 -> 663.9,TAG1,1081.5600738525,1200.8800849913,1022.6600799562,1048.0600776671,995.260066986,1124.4000778195,1085.6800918576,1155.8400764468,1102.5200729371
TAG(56:0)_FA 16:1,-0.01920763691138115,7.003600127095983,0.0457997739489453,0.8305401811387231,0.9989215810569301,936.9 -> 665.9,TAG1,1007.4400634767,997.3400688169,1023.9000701901,1088.2000770571,984.3400688172,1022.0200653076,1040.8400764462,1016.1600723266,979.700077057
TAG(56:0)_FA 18:0,-0.021576288857896034,7.014747085130083,0.05783940692421585,0.8099440218984555,0.9989215810569301,936.9 -> 635.9,TAG1,1072.2200775146,1091.1400756836,986.6800613404,997.0000686645,1050.1800804139,997.940071106,1045.6400718689,992.9600639344,998.300064087
TAG(56:0)_FA 18:1,-0.022852254754652662,7.045979492731566,0.06508119376292343,0.7986380171504217,0.9989215810569301,936.9 -> 637.896,TAG2,1010.6800689698,1062.8600769044,1130.6800689695,1048.8600769044,1015.7800712584,1032.7000770569,1044.9200820921,1092.7600860594,994.3200683592
TAG(56:0)_FA 18:2,-0.03670976192352724,7.009401122153967,0.1673483943257283,0.6824792058413578,0.9989215810569301,936.9 -> 639.896,TAG2,1027.460067749,1032.2000694274,1056.7600708006,1036.8600730894,999.220062256,987.0200576786,1064.1800689697,999.680065155,993.8400650025
TAG(56:0)_FA 20:0,0.04897590875007784,7.023048467486509,0.2982207752469974,0.5849999907439939,0.9989215810569301,936.9 -> 607.9,TAG2,1034.9000701902,995.3200759888,1005.2200698854,1034.9800720216,1107.0800819398,1060.5800743103,1033.0200653078,1012.200061798,1001.8400688171
TAG(56:0)_FA 20:4,-0.040729528697246845,6.993066119936765,0.2055355431853675,0.6502893332574831,0.9989215810569301,936.9 -> 615.9,TAG2,1012.1400718688,1044.2400703431,1021.4800682069,1007.4600639344,982.0800666808,1030.2600708005,984.9800682067,975.0400733946,1034.4000701905
TAG(56:1)_FA 16:0,-0.015650552525955878,7.0112991046918856,0.030417698933455917,0.8615458448342282,0.9989215810569301,934.9 -> 661.9,TAG1,1019.8800735474,1065.8400802609,1026.2000732423,1011.5000839232,968.3400650024,1065.3800735472,1030.4200782778,1015.1400642396,1006.100074768
TAG(56:1)_FA 16:1,-0.03387858491346561,7.069127654049287,0.1432219852765142,0.7050987026554878,0.9989215810569301,934.9 -> 663.9,TAG1,1038.9200744628,1051.0800819394,1025.060081482,1199.7800903322,1066.8000679016,1069.4600830078,1015.1400794983,1064.0600738526,1055.2400741576
TAG(56:1)_FA 18:0,-5.088779629833334e-4,7.03176878364808,3.2171634078204114e-5,0.9954744195147576,0.9989215810569301,934.9 -> 633.9,TAG1,993.4800720213,1064.9000854491,994.1200675964,1062.1400833131,988.2000656127,1027.5000801086,1055.3200798035,1042.3800773618,1110.1600723271
TAG(56:1)_FA 18:1,-0.06122433897654221,7.039403023600805,0.46698363447547164,0.49437812041708756,0.9989215810569301,934.9 -> 635.9,TAG2,1104.8400726318,1047.2800674439,1008.6600685119,1139.0600738525,1099.8200836181,1028.9400672912,972.5400695802,1021.320072174,969.3200645447
TAG(56:1)_FA 18:2,-0.011115462849172489,7.074745702110199,0.01544246563820062,0.9011033067622685,0.9989215810569301,934.9 -> 637.896,TAG2,1132.4200782777,1126.3400764463,1033.7000694274,1045.2400627138,1169.3600769043,1066.1200752258,1005.4200668337,1064.6800727845,982.7600669861
TAG(56:1)_FA 20:0,-0.047622059833451164,7.058115736216422,0.2826775975461271,0.5949515710801272,0.9989215810569301,934.9 -> 605.896,TAG2,1041.2600746156,1152.4000778198,1037.7600822448,1065.0200843811,1117.140083313,1012.760070801,1040.4600677491,988.0000724791,1059.5400772091
TAG(56:1)_FA 20:4,-0.009492831416061366,6.9968494418315625,0.011176181405374186,0.9158065266938279,0.9989215810569301,934.9 -> 613.9,TAG2,1030.1000709536,1015.7000732423,1003.9200744629,1022.380077362,991.080066681,1056.7800827025,1001.5600700378,996.8800773619,998.300075531
TAG(56:2)_FA 16:0,-0.030543857021017216,7.053029149465898,0.11627988837571479,0.7331048087949862,0.9989215810569301,932.9 -> 659.9,TAG1,1054.240081787,1032.3400764465,1195.0000801088,987.7000770567,990.9200668334,1069.9000854493,1045.6600837709,1073.6800804138,1029.3600730894
TAG(56:2)_FA 16:1,-0.03080594923136029,6.975554818896323,0.11745985716761093,0.7318059772482143,0.9989215810569301,932.9 -> 661.9,TAG1,1002.820075989,983.2200736997,1045.2600708007,1006.7400665283,997.2600631715,979.8000602721,994.9400711061,981.8800659178,990.8000717162
TAG(56:2)_FA 18:0,-0.038863472332338056,7.010728760127545,0.18761928383102533,0.6649054974461569,0.9989215810569301,932.9 -> 631.9,TAG1,1053.6400794982,1100.4000778195,1002.1200714111,1010.740070343,992.2400703427,989.3400688172,1091.300079346,984.3400688169,982.5800704956
TAG(56:2)_FA 18:1,-0.026266983494610267,7.025976762369707,0.08577254227246534,0.7696219049271537,0.9989215810569301,932.9 -> 633.9,TAG2,992.6800727842,1099.0400733947,1091.5400695802,990.5200729371,1070.600067139,996.5000648496,1035.0000686644,997.4000740051,1030.6800613404
TAG(56:2)_FA 18:2,-0.006937100020360993,7.006504635267941,0.005972223286019762,0.9384006729216892,0.9989215810569301,932.9 -> 635.9,TAG2,996.480068207,1107.480075836,966.0800704957,1019.4400672914,1026.1800727843,1046.0600776672,979.6400642396,1018.0600700379,1018.8200798031
TAG(56:2)_FA 20:0,-0.00885287943200241,7.013068028143051,0.009731624352184498,0.9214169667739959,0.9989215810569301,932.9 -> 603.9,TAG2,1040.7400703433,994.6400680541,1035.0800743103,1038.8200759887,1032.1800651549,1052.1800765989,1003.9000778195,997.300060272,1024.8000679018
TAG(56:2)_FA 20:4,0.05304576268103041,7.0018915245146145,0.3492660668805035,0.5545288860933871,0.9989215810569301,932.9 -> 611.9,TAG2,992.0400657651,1004.760066986,989.2200775143,1026.3200759888,1030.3600654603,1026.0200691226,1050.040077209,1056.8200683593,973.7200660705
TAG(56:3)_FA 16:0,0.03806624402504408,7.026650266806051,0.18017453999573096,0.6712232865321748,0.9989215810569301,930.8 -> 657.8,TAG1,1009.1200752259,1017.6000671384,1083.5800743102,978.4800796508,1067.3400726317,1054.1000785826,1027.2600746153,1050.2800750732,1019.6600646975
TAG(56:3)_FA 16:1,-0.06583967204722439,7.054300945730681,0.5404036493945096,0.46226548919835836,0.9989215810569301,930.8 -> 659.8,TAG1,1049.9200706479,1150.3800888061,1052.6000862121,1078.2800827027,1033.2200737001,1063.1400718689,1017.6000709535,1024.3600730896,1019.4600639342
TAG(56:3)_FA 18:0,-0.03238575984598903,7.039839899603482,0.13066920517187075,0.7177391907310199,0.9989215810569301,930.8 -> 629.8,TAG1,1067.320083618,1021.4800758361,1039.980068207,1127.1800880429,1010.260066986,1103.1600914002,1067.4800834654,982.4400711059,975.5200767514
TAG(56:3)_FA 18:1,-0.11286147735380965,7.223371154855329,1.6114432079730072,0.20428905015947824,0.9989215810569301,930.8 -> 631.796,TAG2,1292.9600906378,1291.880092621,1159.5000801083,1260.0200843816,1253.360084534,1253.2200813295,1111.0800857545,1013.2200736997,1040.4400711059
TAG(56:3)_FA 18:2,-0.05443407150339706,7.014602403587961,0.3676175006596778,0.5443058071063431,0.9989215810569301,930.8 -> 633.8,TAG2,980.7000732421,1030.5000801085,1100.4000778197,1037.9400749206,988.1800689696,1023.0000839233,984.1800651548,1001.0800666808,1081.8800735473
TAG(56:3)_FA 20:0,-0.03011837423971888,7.0161930030511535,0.11274222807028833,0.7370434889940539,0.9989215810569301,930.8 -> 601.8,TAG2,1071.5000801086,994.3600692749,1047.2200775145,1058.100074768,1045.3200798038,1019.0600738525,1016.6000633242,1005.620075226,982.9600715638
TAG(56:3)_FA 20:4,0.03548076216077481,7.02839461427369,0.15644049581408281,0.6924550366474872,0.9989215810569301,930.8 -> 609.8,TAG2,993.6600837704,1069.8600883481,1014.8000717163,995.3600654599,1032.4800682068,1020.1200714114,1077.5000724794,1045.5200805665,1068.5800857544
TAG(56:4)_FA 16:0,-0.08335143123949842,7.069448333954357,0.866598311689919,0.35189876433229916,0.9989215810569301,928.8 -> 655.8,TAG1,1043.0400695799,1129.6800842282,1034.0400772094,1173.0200881958,1064.3400726321,1025.340072632,1009.3800735472,1035.4200706483,1073.6800689696
TAG(56:4)_FA 16:1,0.025662262364407593,7.022997639248417,0.08187753156826616,0.7747689797775059,0.9989215810569301,928.8 -> 657.8,TAG1,1071.9200782774,1013.3800773619,1009.4200744627,1008.240081787,1067.4600677491,1049.3600730896,1002.8400688169,1057.8200721741,1003.3200759887
TAG(56:4)_FA 18:0,-0.01863093899713232,7.0356909786083905,0.04313566862468113,0.8354700251999172,0.9989215810569301,928.8 -> 627.8,TAG1,1038.5600700379,1024.6000747681,1048.7000656125,1038.2800827025,1040.8800697326,1010.2200736999,1029.6200714112,1017.3400764465,1115.5200653075
