lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,EKO-R1-Cells_r1,EKO-R1-Cells_r2,EKO-R1-Cells_r3,EKO-R2-Cells_r1,EKO-R2-Cells_r2,EKO-R2-Cells_r3,EKO-R3-Cells_r1,EKO-R3-Cells_r2,EKO-R3-Cells_r3,WT-R1-Cells_r1,WT-R1-Cells_r2,WT-R1-Cells_r3,WT-R2-Cells_r1,WT-R2-Cells_r2,WT-R2-Cells_r3,WT-R3-Cells_r1,WT-R3-Cells_r2,WT-R3-Cells_r3,blank
PCo(40:5),0.060161363443341255,8.387603960118666,0.4529236108497372,0.5009498381327474,0.5672130442349627,822.6 -> 184.1,PC,3086.7802581805,3205.4002189643,2364.4201507576,3103.620220185,2687.9201812745,2433.52017212,3187.3402671817,3519.720233917,3259.0202445971,2152.120155335,2407.6601486204,2184.9801177966,2897.3202209476,2415.2201309219,2339.0201530458,2816.8801803588,2538.5801658627,2666.0802040094,1533.1401023864
Lyso_PC(20:0),-0.05845199795068837,7.815896452704413,0.4228466950658447,0.5155200058266012,0.5806383223520666,552.3951 -> 184.1,PC,2180.4001388546,1536.8001060488,1990.6001358027,2025.9801521293,1913.3601493825,1868.7001266488,1597.4801177973,1767.8401298522,1990.3201446536,1673.4601058961,1784.4801216136,1735.7401084898,1819.2401199344,1589.9401054387,1530.2801055904,1608.780101777,1781.7601242062,1776.2801322943,1487.4201164254
Lyso_PC(20:1),-0.050293600056154575,8.487271858498785,0.3170619014165421,0.5733787076369607,0.6424243111743958,550.3794 -> 184.1,PC,3119.5802383427,2910.0002174391,2759.9401626603,3151.9802207937,3307.040245057,2795.160224913,3497.6002120969,3036.5402107253,3347.4802513122,2635.8601722716,3101.9602203387,2113.4401588438,3046.940231323,3053.0602149956,2727.14019394,2883.1801872236,3049.6801872235,2597.260162353,1257.3800964357
PC (44:5),-0.05054448439661716,7.302683142915016,0.31173655343688367,0.5766165167106949,0.642687159250462,892.7 -> 184.1,PC,1355.7401008608,1227.1600723274,1152.8200759888,1326.3800888067,1384.4600944518,1397.2600975039,1287.7200889593,1365.4000892639,1192.2400856021,1112.2000808716,1198.0600852966,1076.5000724792,1193.2200813292,1147.1600799559,1166.1400833132,1281.3200798037,1266.4800987243,1135.4400749206,1237.7800827023
SM (d18:1/24:1)15Z)),-0.04861058588108044,12.324835789261387,0.30172040919660503,0.5828058835969153,0.6462199952836263,813.7 -> 184.1,PC,46371.9238433835,43467.622756966,39335.3625373705,41654.163345346,41380.5432510353,39932.3828048707,50545.1236190823,49800.8833999604,50060.424110409,35505.5226745473,31499.0818367004,33039.7220306398,42726.9835357544,41993.7028808752,43265.0432281459,46694.5228919942,44475.9431228735,44652.7826538099,15759.3212776419
PC (42:5),-0.0480857528291517,7.994105786417984,0.2874079992827685,0.5918863532237993,0.6495573312302209,864.6 -> 184.1,PC,2183.0201377878,2036.1201438901,2254.0601692204,1937.700141907,2195.4401550293,1884.6001510621,2147.540168761,2650.5601654051,2266.6001739505,1986.7001190185,1808.0201377872,1932.1401405315,1907.3601303107,1619.0001258857,1923.6601409915,2090.4801330569,2165.0401535048,2183.0201644909,1250.2800865176
SM (d18:1/12:0),0.048414388175705425,7.5671775739681895,0.28832707007687386,0.5912945828556456,0.6495573312302209,647.5 -> 184.1,PC,1721.9401283265,1402.5600967403,1589.780117035,1657.0201225281,1725.8401184086,1506.560111999,1782.7201347353,1732.4601211536,1621.3201255808,1265.0400924686,1497.3201141358,1410.2801017758,1352.1801071163,1218.6200942991,1327.000087738,1332.2401008595,1490.8801116948,1505.5000915527,1274.8200950624
PC (42:4),0.046755245221004146,8.061595357082643,0.27206239835896895,0.6019516414953215,0.6572329146938715,866.7 -> 184.1,PC,2303.5401840206,2022.0201339728,2294.360153197,2068.5001602193,2544.1601829518,2087.480167388,2412.280162811,2686.6401863105,2735.1602287288,1661.3001022344,1852.0601272579,1582.3401222232,2084.0801467901,1935.7001304614,2234.1201438905,2155.7801628125,2212.6401672357,2193.8601417552,1346.8200988768
Lyso_PC(22:2),-0.046185137172887594,7.58968272415696,0.26259403258272407,0.6083435945413299,0.657502672888104,576.3951 -> 184.1,PC,1775.2001228338,1618.7800979606,1656.1601066583,1287.5000839231,1563.1801223755,1814.0201263421,1563.620124816,1523.2601013184,1698.2401123045,1347.9000968937,1286.3200988771,1457.98008728,1306.5400886531,1587.1201248182,1380.4400978096,1533.5801010139,1718.7401275643,1464.0001182561,1251.6400833125
PC (38:2),-0.0455153786722918,11.78174380501088,0.2643578857819442,0.607141912260535,0.657502672888104,814.6 -> 184.1,PC,30832.0422134469,29454.7218933018,27237.4422226105,31522.8022384746,28129.0222244276,28222.7619247483,35029.342735286,34621.562500006,33194.1423950209,22220.7815208535,24563.6614341716,20452.8412132135,27616.8022460989,29517.1023139907,30556.1820144508,31544.8222122317,31943.5223083494,32977.3820114211,8506.7006835846
Lyso_PC(20:4),-0.03992542126116013,7.588292074100179,0.1962690810517671,0.6577493414743641,0.7073284375653967,544.3325 -> 184.1,PC,1881.7601280216,1448.2601089476,1593.2000885017,1460.5400924682,1637.300125121,1411.2601013184,1846.0001144415,1736.660129547,1607.3601074212,1371.6200981139,1341.3400917062,1335.4601020816,1287.7400779723,1504.5601120003,1639.7601280225,1463.2800941467,1560.2201118463,1583.5200881958,1189.5200843815
PC (42:10),-0.036213597295672306,7.540831708837418,0.16122591263957098,0.6880303478985217,0.7361924722514183,854.6 -> 184.1,PC,1833.7401084898,1733.5601196295,1173.4600830076,1352.9001045225,1559.2601089486,1564.7201004033,1645.3401298524,1678.2401123053,1543.900115966,1435.2200889587,1483.2201004015,1268.1600952149,1390.9400939935001,1495.4801139832,1339.6000938408,1221.3600845334,1526.7001075743,1375.0600967405,1247.7000961304
PC (30:0),0.03482871629286348,14.333080477990087,0.15505466475099183,0.6937509940923601,0.7386204613719655,706.5 -> 184.1,PC,202516.176147412,177138.152893127,173982.853210415,183272.532928368,173147.051818624,172534.871887195,211252.454589979,209267.174285891,204582.033386071,130200.726867683,132517.290374736,127905.709960929,174131.773193491,164999.469543509,168707.754394582,190588.89086899,185448.251800534,184654.01318363,14715.5011749146
Lyso_PC(22:1),-0.033353576356832615,7.827488151305895,0.1377666651137197,0.7105114216347419,0.7527200209397761,578.4107 -> 184.1,PC,2060.000141145,2118.9601440425,1882.2001342773,2154.520153046,2100.2401542651,1672.0401191711,1679.9401206975,1967.9001274114,1679.6801071165,1497.9401092525,1855.1201591497,1588.6201324466,2034.2601280217,1767.3801231389,1494.0401115419,1699.580112458,1929.3201217654,1614.2401275641,1289.4400978087
SM (d18:2/14:0),0.03240678328324856,7.349272755632797,0.1284036889876461,0.7200929242677845,0.7591127378980586,673.5 -> 184.1,PC,1230.6800804134,1278.2800865174,1426.680107116,1629.1401176456,1416.7601013182,1329.5000877377,1451.3001022337,1360.72008133,1487.980113983,1111.6800727844,1117.060081482,1358.8000869748,1349.1000976558,1163.0800895694,1114.9600715635,1114.9600753783,1204.820095062,1210.5200805665,1051.0400695802
PC (38:9),-0.03067569413669894,8.93215711206865,0.11856538657766258,0.7305956820458435,0.7664091958716202,800.5 -> 184.1,PC,4591.2603721608,3250.1402397156,4114.8802452101,4217.2402839644,3817.4602737429,4341.4802780158,4685.1003074637,4576.6402931221,4405.4203109736,3522.9202423096,3354.1002235415,2793.0001869202,4288.2403411861,3411.3602447515,4256.0202827468,4565.1803321835,3973.2002983089,3802.3802680962,2079.1201362614
PCo(42:4),-0.028052290018917927,7.50673178317553,0.09665837000638788,0.7558771824321248,0.7890620343437791,852.7 -> 184.1,PC,1490.0201072689,1952.9601669302,1415.2201004021,1770.8201370253,1512.6801109321,1560.3001136775,1330.4600906375,1420.6201019289,1297.6000862119,1210.4200935364,1400.0600891106,1320.3801040646,1301.0000877373,1567.580123902,1454.1001052854,1243.2000961302,1182.8200874327,1573.5001068126,1166.5200843811
Lyso_PC(18:0),0.02625279247423824,8.775054025670707,0.086644357173470965,0.7684873096275163,0.7983314769916917,524.3638 -> 184.1,PC,3892.9603004456,3266.4802246099,3696.8602485644,3471.3602218646,4036.0402412415,3345.2402114861,3617.460247039,4486.1002769478,3826.6402816766,3202.1202240005,2755.3002090448,2659.7201690656,3684.7002601637,3376.8202285773,3397.4802780152,3121.0002326961,3345.1202125567,3297.1402626033,3154.5402030936
PC (42:6),-0.021922100250129018,7.781930999266557,0.059459437248669644,0.8073523706838264,0.8346541416731345,862.6 -> 184.1,PC,2406.9001426694,1497.8201065057,1549.0601119988,2125.9401359561,1794.0801010147,1893.000148773,1779.2801055904,1969.0001296991,1885.960113525,1653.180122375,1560.6001090998,1378.3600959786,1811.8801269516,1626.1001129153,1471.3601036067,2007.500137329,1713.9201049805,1742.4601287825,1265.7800827023
PC (36:2),-0.01566597319710046,14.724231630304528,0.03137385321133479,0.8594089024013389,0.8841995438167621,786.6 -> 184.1,PC,258012.456115889,226962.017456136,216477.235534745,229150.894103915,226234.075927734,222686.43371578,272273.976928499,276438.400695856,269525.698852558,177870.21199048,172354.170776418,163792.352661125,241351.897765995,237454.93762204,236408.075683507,244917.417663692,239646.995239149,229955.577514644,23948.5619277688
Lyso_PC(21:4),-0.010840584472664123,7.642605567161148,0.014483837392944565,0.9042068359108819,0.9258385783967882,558.3481 -> 184.1,PC,2063.7401580818,1747.18011856,1866.0601196287,1704.9801139826,1628.0201148989,1638.3401260384,1727.720123292,1293.4800872806,1474.6801185603,1502.4801063533,1518.2401161193,1306.3800964357,1433.4001045227,1339.7000961308,1623.2601089476,1701.4601097103,1426.0201072684,1475.5200920102,1397.200115203
PCo(36:5),0.008007379265435093,7.971248050556984,0.007965498423679662,0.9288835149159355,0.9465765342476675,766.6 -> 184.1,PC,1766.8401412951,2791.1401863102,1736.7001075746,2059.6601562497,1922.4001541137,2103.5401573166,2489.280162811,2120.5201721198,2577.360157014,1837.6801109319,1897.2401313785,1855.9401321426,2101.9401473986,1622.7401046762,1871.7601242065,2064.120136261,1766.6401214614,1914.6001358032,1307.500095368
PC (40:10),0.006573872431268862,8.262539510049692,0.005398640739262106,0.9414277848093099,0.9531306095839605,826.5 -> 184.1,PC,3238.7202606216,2623.7801933284,2388.6801795959,2689.5001945512,2809.1802101137,2181.680175781,3269.5602607727,2621.5002021791,2464.9601821903,2623.9201583856,1923.0601463302,2173.3201484693,2491.6801872246,2146.8001594537,2265.3801612861,2537.8201713568,2460.9601440438,2403.8801727298,1235.7000961304
SM (d16:1/24:0),-0.006188874450864883,13.575877809433063,0.004894867479691811,0.9442228468775682,0.9531306095839605,787.7 -> 184.1,PC,119344.407928415,102156.649505585,98529.545562758,105754.486602923,101976.887298562,96931.926361018,123495.46850583,123527.028869635,119305.748565636,82190.085433918,79614.245300265,75685.765121457,102663.968383878,109381.76832573,104891.427093496,110772.807586668,101825.306060693,102481.107421869,15561.8409767029
PCo(38:6),-0.005459671129861764,8.451483569629973,0.003733311739470224,0.9512789061049224,0.9557450042556498,792.6 -> 184.1,PC,3220.5802230855,3226.5202064507,2831.1201934814,3346.5802345289,2395.9002075201,2645.2801704403,3389.620243073,3178.5601997366,2991.0201988221,2604.5001640323,2592.9001655583,2466.2201652529,2431.1802024822,2792.2201652516,2896.1201858536,2745.0002174355,2945.8002243039,2289.6401672369,1812.2601394659
PCp(40:6),0.0032522453711310638,8.404420966084754,0.0013238370745156658,0.970975715850931,0.970975715850931,818.6 -> 184.1,PC,2799.2601814274,2668.4201736461,2844.0402107235,3270.3802337668,2823.1802215554,2240.9401550303,3357.6401977548,3366.9402580258,2983.8202018731,2013.2001533517,2229.0401420596,2164.9801673905,2277.4201622006,2580.5401878354,2640.7602004986,3081.4202384938,2954.2801971436,3065.4402313238,1836.9801177975
