Lipid name,PValue,sig_groups_pvalue,FDR,sig_groups_fdr,averageC,averageR,Fold Change,logFC,lipid_class
PEp (30:1),0.244758336,2.00E+00,0.998556814,2.00E+00,1103.736078,1027.400072,0.928250032,-0.107414635,
PEp (32:1),0.016342913,1.00E+00,0.154578045,2.00E+00,1079.136081,1261.436093,1.165488384,0.220934626,
PEp (34:4),0.456576238,2.00E+00,0.998556814,2.00E+00,1133.17608,1084.240078,0.953547655,-0.068623053,
PEp (36:5),0.162312264,2.00E+00,0.892420179,2.00E+00,1176.576088,1289.69209,1.09296202,0.128243269,
PEp (36:6),0.001662761,1.00E+00,0.021092322,1.00E+00,2433.976186,2970.208186,1.216264733,0.282457281,
PEp (40:7),0.122718319,2.00E+00,0.730953164,2.00E+00,3436.320238,3792.28026,1.100280771,0.137871719,
PEp (42:0),0.795530319,2.00E+00,0.998556814,2.00E+00,1149.576083,1172.660081,1.016659689,0.02383684,
PEp (42:2),0.984267547,2.00E+00,0.998556814,2.00E+00,1226.376086,1231.576086,1.001255118,0.001809617,
PEp (42:4),0.553716549,2.00E+00,0.998556814,2.00E+00,1391.804096,1345.496093,0.963178287,-0.054125225,
PEp (42:6),0.931772688,2.00E+00,0.998556814,2.00E+00,1267.852092,1278.664091,1.005453195,0.007845924,
PG (12:0),0.933617393,2.00E+00,0.998556814,2.00E+00,1125.552079,1122.732076,0.99469595,-0.007672492,
PG (14:0),0.500453883,2.00E+00,0.998556814,2.00E+00,1064.824078,1115.012077,1.044021466,0.062151375,
PG (14:1),0.521071143,2.00E+00,0.998556814,2.00E+00,1138.196076,1095.688074,0.959844501,-0.059127394,
PG (16:0),0.379737967,2.00E+00,0.998556814,2.00E+00,1266.532095,1201.008082,0.945662494,-0.080602716,
PG (16:1),0.866323066,2.00E+00,0.998556814,2.00E+00,1112.544079,1104.084077,0.989303373,-0.0155151,
PG (18:0),0.408837939,2.00E+00,0.998556814,2.00E+00,1153.96408,1098.260078,0.94863225,-0.076079179,
PG (18:1),0.934982986,2.00E+00,0.998556814,2.00E+00,1099.524075,1097.30808,0.994799741,-0.007521963,
PG (18:2),0.658822272,2.00E+00,0.998556814,2.00E+00,1066.148072,1100.072074,1.028640901,0.040739424,
PG (18:3),0.71883888,2.00E+00,0.998556814,2.00E+00,1066.972076,1095.236076,1.023293194,0.033219566,
PG (18:4),0.829806197,2.00E+00,0.998556814,2.00E+00,1078.544077,1066.948074,0.986341408,-0.019840994,
PG (20:0),0.102949943,2.00E+00,0.657565382,2.00E+00,1317.856091,1191.224082,0.901519547,-0.149569322,
PG (20:1),0.48714597,2.00E+00,0.998556814,2.00E+00,1115.628082,1070.468076,0.956550187,-0.064087431,
PG (20:2),0.985144123,2.00E+00,0.998556814,2.00E+00,1116.920076,1121.636082,1.001189788,0.001715481,
PG (20:3),0.942464397,2.00E+00,0.998556814,2.00E+00,1069.944074,1078.112072,1.004628101,0.006661536,
PG (20:4),0.818542295,2.00E+00,0.998556814,2.00E+00,1125.224075,1111.960079,0.985455606,-0.021137214,
PG (20:5),0.971335264,2.00E+00,0.998556814,2.00E+00,1122.004084,1122.968078,0.997708199,-0.003310165,
PG (22:0),0.544764439,2.00E+00,0.998556814,2.00E+00,1134.58408,1095.036075,0.962055403,-0.055808117,
PG (22:1),0.78026746,2.00E+00,0.998556814,2.00E+00,1091.596074,1114.648077,1.01798642,0.025718316,
PG (22:2),0.737526391,2.00E+00,0.998556814,2.00E+00,1100.404083,1080.224076,0.978801458,-0.030911844,
PG (22:4),0.974162106,2.00E+00,0.998556814,2.00E+00,1087.156078,1092.624075,1.002072917,0.002987492,
PG (22:6),0.944940411,2.00E+00,0.998556814,2.00E+00,1119.336075,1127.824077,1.004419278,0.006361624,
PG (24:0),0.099109156,2.00E+00,0.63846714,2.00E+00,1337.260098,1207.184084,0.900512679,-0.151181506,
PG (24:1),0.781393173,2.00E+00,0.998556814,2.00E+00,1074.904076,1097.644073,1.017903415,0.025600676,
PG (26:0),0.532038986,2.00E+00,0.998556814,2.00E+00,1186.996082,1144.020082,0.960944999,-0.057474237,
PG (28:0),0.940055977,2.00E+00,0.998556814,2.00E+00,1127.61208,1125.652084,0.995210646,-0.006926177,
PG (28:1),0.970535407,2.00E+00,0.998556814,2.00E+00,1087.604077,1093.60808,1.002364276,0.003406903,
PG (28:2),0.871615748,2.00E+00,0.998556814,2.00E+00,1095.320077,1087.468079,0.989721487,-0.014905495,
PG (30:0),0.756457287,2.00E+00,0.998556814,2.00E+00,1227.916084,1255.804089,1.019915588,0.028449754,
PG (30:1),0.982461112,2.00E+00,0.998556814,2.00E+00,1091.120076,1092.884078,0.998595593,-0.002027555,
PG (30:2),0.696314032,2.00E+00,0.998556814,2.00E+00,1101.012079,1076.840076,0.975353548,-0.036002831,
PG (30:3),0.881739629,2.00E+00,0.998556814,2.00E+00,1070.312075,1083.688077,1.0095618,0.013729227,
PG (30:4),0.630560032,2.00E+00,0.998556814,2.00E+00,1075.440077,1046.108073,0.969681801,-0.044416687,
PG (32:0),0.36260449,2.00E+00,0.998556814,2.00E+00,1178.024078,1115.04408,0.943571337,-0.083796501,
PG (32:1),0.493601686,2.00E+00,0.998556814,2.00E+00,1088.396078,1140.508078,1.04469867,0.063086876,
PG (32:2),0.565211724,2.00E+00,0.998556814,2.00E+00,1149.800082,1111.728078,0.963953886,-0.052963963,
PG (32:3),0.659533855,2.00E+00,0.998556814,2.00E+00,1089.540073,1062.464075,0.972209634,-0.040660665,
PG (32:4),0.684446028,2.00E+00,0.998556814,2.00E+00,1077.368073,1109.248076,1.026320732,0.037481653,
PG (32:5),0.878424889,2.00E+00,0.998556814,2.00E+00,1074.892072,1088.628075,1.009831237,0.01411421,
PG (34:0),0.53779031,2.00E+00,0.998556814,2.00E+00,1208.240086,1164.752079,0.96150867,-0.056628228,
PG (34:1),6.55E-11,1.00E+00,3.39E-09,1.00E+00,1688.936121,2552.456197,1.506782032,0.591470734,
PG (34:2),0.171487248,2.00E+00,0.91870831,2.00E+00,1415.236107,1301.208089,0.916982651,-0.125033656,
PG (34:3),0.743770932,2.00E+00,0.998556814,2.00E+00,2543.228172,2500.768183,0.979845897,-0.029373225,
PG (34:4),0.77130293,2.00E+00,0.998556814,2.00E+00,51685.76389,50918.35987,0.982405605,-0.025609303,
PG (34:5),0.435612054,2.00E+00,0.998556814,2.00E+00,8293.83259,7931.288549,0.95325141,-0.069071334,
PG (34:6),0.941323094,2.00E+00,0.998556814,2.00E+00,1071.804076,1080.356079,1.004719876,0.006793322,
PG (36:0),0.769937734,2.00E+00,0.998556814,2.00E+00,1106.432081,1130.888075,1.018852362,0.026945012,
PG (36:1),0.8627244,2.00E+00,0.998556814,2.00E+00,1200.784089,1190.840085,0.989049473,-0.015885407,
PG (36:2),0.574161583,2.00E+00,0.998556814,2.00E+00,1454.048104,1511.416103,1.036137315,0.05121521,
PG (36:3),0.345768342,2.00E+00,0.998556814,2.00E+00,1113.412083,1186.068085,1.061990584,0.086770974,
PG (36:4),0.872345841,2.00E+00,0.998556814,2.00E+00,1115.748081,1131.220079,1.010312127,0.01480107,
PG (36:5),0.677260068,2.00E+00,0.998556814,2.00E+00,1052.060076,1083.848074,1.026992965,0.038426299,
PG (36:6),0.851217308,2.00E+00,0.998556814,2.00E+00,1069.312074,1059.872077,0.988066979,-0.017319253,
PG (36:7),0.732109699,2.00E+00,0.998556814,2.00E+00,1067.56807,1047.536074,0.978321961,-0.031618768,
PG (36:8),0.980840043,2.00E+00,0.998556814,2.00E+00,1102.288078,1104.056079,0.998466556,-0.00221399,
PG (38:0),0.853685797,2.00E+00,0.998556814,2.00E+00,1079.948074,1095.988076,1.011861533,0.01701188,
PG (38:1),0.55638241,2.00E+00,0.998556814,2.00E+00,1129.272077,1090.944079,0.963118619,-0.054214602,
PG (38:2),0.487328307,2.00E+00,0.998556814,2.00E+00,1096.90808,1052.40008,0.95653552,-0.064109552,
PG (38:3),0.613740387,2.00E+00,0.998556814,2.00E+00,1113.204082,1081.472076,0.968253187,-0.046543749,
PG (38:4),0.344713227,2.00E+00,0.998556814,2.00E+00,1090.172078,1161.548078,1.062188397,0.087039675,
PG (38:5),0.649776608,2.00E+00,0.998556814,2.00E+00,1111.152081,1082.588077,0.971393676,-0.041872,
PG (38:6),0.965335405,2.00E+00,0.998556814,2.00E+00,1083.440079,1084.044078,0.997224578,-0.004009655,
PG (38:7),0.678804807,2.00E+00,0.998556814,2.00E+00,1102.22008,1076.804074,0.97387141,-0.038196803,
PG (38:8),0.708576508,2.00E+00,0.998556814,2.00E+00,1087.544079,1065.192074,0.976372932,-0.034495796,
PG (38:9),0.964244022,2.00E+00,0.998556814,2.00E+00,1063.112075,1069.544073,1.002873064,0.004139012,
PG (40:0),0.775852295,2.00E+00,0.998556814,2.00E+00,1077.428077,1061.328076,0.981945101,-0.026285727,
PG (40:1),0.932884589,2.00E+00,0.998556814,2.00E+00,1090.720078,1088.268076,0.994630018,-0.007768123,
PG (40:10),0.670843962,2.00E+00,0.998556814,2.00E+00,1087.840078,1062.036079,0.973177152,-0.039225645,
PG (40:2),0.679743689,2.00E+00,0.998556814,2.00E+00,1072.792074,1104.616081,1.026746458,0.03807997,
PG (40:3),0.921297671,2.00E+00,0.998556814,2.00E+00,1097.852079,1094.436078,0.993704774,-0.009110799,
PG (40:4),0.784946454,2.00E+00,0.998556814,2.00E+00,1090.644081,1113.248077,1.017591053,0.025157891,
PG (40:5),0.895971037,2.00E+00,0.998556814,2.00E+00,1076.496075,1070.916074,0.99166957,-0.012068609,
PG (40:6),0.68827684,2.00E+00,0.998556814,2.00E+00,1082.240073,1058.052077,0.974654752,-0.037036826,
PG (40:7),0.689330406,2.00E+00,0.998556814,2.00E+00,1106.900074,1082.408077,0.974769413,-0.036867113,
PG (40:8),0.629669247,2.00E+00,0.998556814,2.00E+00,1102.340075,1140.540079,1.031269909,0.044421971,
PG (40:9),0.901994213,2.00E+00,0.998556814,2.00E+00,1085.98808,1080.852078,0.992155691,-0.011361566,
PG (42:0),0.936429522,2.00E+00,0.998556814,2.00E+00,1073.404071,1071.292074,0.994909916,-0.007362193,
PG (42:1),0.523119729,2.00E+00,0.998556814,2.00E+00,1099.81208,1059.004072,0.959978157,-0.058926516,
PG (42:10),0.925478266,2.00E+00,0.998556814,2.00E+00,1075.148077,1072.080074,0.994033622,-0.008633444,
PG (42:11),0.942580564,2.00E+00,0.998556814,2.00E+00,1075.21608,1083.552081,1.004617676,0.006646564,
PG (42:2),0.728841615,2.00E+00,0.998556814,2.00E+00,1106.260077,1134.800083,1.022384173,0.031937409,
PG (42:3),0.488624004,2.00E+00,0.998556814,2.00E+00,1119.028082,1073.664074,0.956699989,-0.063861514,
PG (42:4),0.878274772,2.00E+00,0.998556814,2.00E+00,1084.788077,1077.636076,0.99025221,-0.01413208,
PG (42:5),0.908719096,2.00E+00,0.998556814,2.00E+00,1081.760075,1077.240077,0.99269323,-0.010580142,
PG (42:6),0.849471295,2.00E+00,0.998556814,2.00E+00,1080.892075,1070.920078,0.98793189,-0.017516512,
PG (42:7),0.795214217,2.00E+00,0.998556814,2.00E+00,1074.768078,1096.168078,1.016735728,0.02394474,
PG (42:8),0.876234027,2.00E+00,0.998556814,2.00E+00,1063.860077,1077.900078,1.010015325,0.014377184,
PG (42:9),0.733227899,2.00E+00,0.998556814,2.00E+00,1078.588075,1058.312078,0.978425044,-0.031466763,
PG (44:0),0.699696342,2.00E+00,0.998556814,2.00E+00,1077.792077,1054.932076,0.975615827,-0.035614932,
PG (44:1),0.96530059,2.00E+00,0.998556814,2.00E+00,1137.316081,1137.640078,0.9972277,-0.004005138,
PG (44:10),0.663803494,2.00E+00,0.998556814,2.00E+00,1057.448071,1090.640078,1.02819977,0.040120594,
PG (44:12),0.909068292,2.00E+00,0.998556814,2.00E+00,1103.980077,1099.200075,0.992727773,-0.01052994,
PG (44:2),0.910497151,2.00E+00,0.998556814,2.00E+00,1105.828077,1101.364081,0.992842694,-0.010362939,
PG (44:3),0.740421194,2.00E+00,0.998556814,2.00E+00,1089.564075,1070.020081,0.979032456,-0.030571407,
PG (44:4),0.64830003,2.00E+00,0.998556814,2.00E+00,1097.508079,1069.308082,0.97125058,-0.042084539,
PG (44:5),0.883718026,2.00E+00,0.998556814,2.00E+00,1059.296081,1072.404079,1.009404398,0.013504277,
PG (44:6),0.959921945,2.00E+00,0.998556814,2.00E+00,1076.060075,1082.804076,1.0032194,0.004637152,
PG (44:7),0.606555239,2.00E+00,0.998556814,2.00E+00,1084.524079,1052.684072,0.967580592,-0.047546263,
PG (44:8),0.706778203,2.00E+00,0.998556814,2.00E+00,1076.080077,1053.656081,0.976210424,-0.034735939,
PGo (16:0),0.876410214,2.00E+00,0.998556814,2.00E+00,1178.088087,1169.900087,0.990137606,-0.014299054,
PGo (18:0),0.857694805,2.00E+00,0.998556814,2.00E+00,1298.736091,1287.828091,0.988681367,-0.016422451,
PGo (20:0),0.957739137,2.00E+00,0.998556814,2.00E+00,1397.692091,1397.088094,0.996651187,-0.004839423,
PGo (28:0),0.704506158,2.00E+00,0.998556814,2.00E+00,1074.808076,1104.596079,1.024543989,0.034981928,
PGo (30:0),0.91447218,2.00E+00,0.998556814,2.00E+00,1094.664075,1105.356075,1.006887375,0.00990232,
PGo (30:1),0.930949711,2.00E+00,0.998556814,2.00E+00,1070.704077,1080.120078,1.005558707,0.007997313,
PGo (32:0),0.959007254,2.00E+00,0.998556814,2.00E+00,1075.004075,1074.656081,0.996717117,-0.00474399,
PGo (32:1),0.961048874,2.00E+00,0.998556814,2.00E+00,1068.196075,1074.944077,1.003129698,0.004508148,
PGo (34:0),0.826170203,2.00E+00,0.998556814,2.00E+00,1062.960078,1081.412077,1.014150809,0.020272203,
PGo (34:1),0.34868413,2.00E+00,0.998556814,2.00E+00,1111.900082,1183.832084,1.061609892,0.086253719,
PGo (34:2),0.720525638,2.00E+00,0.998556814,2.00E+00,1073.260073,1052.168075,0.977360588,-0.033037166,
PGo (34:3),0.832656199,2.00E+00,0.998556814,2.00E+00,1066.596077,1084.524076,1.013609131,0.019501426,
PGo (34:4),0.863789343,2.00E+00,0.998556814,2.00E+00,1112.552074,1128.308079,1.01101509,0.01580453,
PGo (36:0),0.921670678,2.00E+00,0.998556814,2.00E+00,1055.700079,1065.676073,1.006314302,0.009080973,
PGo (36:1),0.774491562,2.00E+00,0.998556814,2.00E+00,1146.81608,1129.324077,0.981883043,-0.026376907,
PGo (36:2),0.727195193,2.00E+00,0.998556814,2.00E+00,1080.624075,1108.348074,1.022550955,0.032172736,
PGo (36:3),0.719115081,2.00E+00,0.998556814,2.00E+00,1076.984079,1105.156078,1.023259323,0.033171811,
PGo (36:4),0.452700951,2.00E+00,0.998556814,2.00E+00,1165.764083,1114.168079,0.953211655,-0.069131504,
PGo (36:5),0.874087805,2.00E+00,0.998556814,2.00E+00,1073.324075,1065.652074,0.989910895,-0.014629425,
PGo (38:0),0.937036576,2.00E+00,0.998556814,2.00E+00,1060.428076,1058.244075,0.994955697,-0.007295807,
PGo (38:1),0.87920531,2.00E+00,0.998556814,2.00E+00,1078.072078,1092.09608,1.009765971,0.014020964,
PGo (38:2),0.985605461,2.00E+00,0.998556814,2.00E+00,1100.224072,1104.680077,1.001153585,0.001663312,
PGo (38:3),0.874715281,2.00E+00,0.998556814,2.00E+00,1085.432077,1077.784078,0.989966437,-0.014548481,
PGo (38:4),0.857254605,2.00E+00,0.998556814,2.00E+00,1084.212079,1075.084075,0.988561017,-0.016598078,
PGo (38:5),0.889465056,2.00E+00,0.998556814,2.00E+00,1073.412075,1067.192076,0.991146371,-0.012829966,
PGo (38:6),0.950677972,2.00E+00,0.998556814,2.00E+00,1061.204076,1060.324072,0.996048241,-0.005712478,
PGo (40:0),0.910893859,2.00E+00,0.998556814,2.00E+00,1098.336078,1093.788076,0.992872279,-0.010319951,
PGo (40:1),0.962072419,2.00E+00,0.998556814,2.00E+00,1095.640074,1095.456077,0.996965011,-0.004385221,
PGo (40:2),0.938706349,2.00E+00,0.998556814,2.00E+00,1061.240076,1069.78808,1.00493351,0.00710005,
PGo (40:4),0.966262725,2.00E+00,0.998556814,2.00E+00,1066.664078,1067.236076,0.997296859,-0.003905088,
PGo (40:5),0.874402202,2.00E+00,0.998556814,2.00E+00,1095.12008,1109.600083,1.010152268,0.014572778,
PGo (40:6),0.402528472,2.00E+00,0.998556814,2.00E+00,1125.092081,1069.692075,0.947898012,-0.077196253,
PGo (40:9),0.802996615,2.00E+00,0.998556814,2.00E+00,1075.276073,1095.936076,1.016080793,0.023015122,
PGo (42:0),0.803336779,2.00E+00,0.998556814,2.00E+00,1075.788078,1062.276076,0.984190502,-0.022990501,
PGo (42:1),0.888818877,2.00E+00,0.998556814,2.00E+00,1080.668077,1074.440075,0.991097224,-0.012901506,
PGo (42:2),0.858852673,2.00E+00,0.998556814,2.00E+00,1071.796076,1062.896071,0.988683861,-0.016418813,
PGo (42:4),0.926386453,2.00E+00,0.998556814,2.00E+00,1055.424077,1064.908076,1.005932041,0.008532842,
PGo (42:6),0.723786939,2.00E+00,0.998556814,2.00E+00,1060.532076,1088.112079,1.022867313,0.03261901,
PGp (16:0),0.727681013,2.00E+00,0.998556814,2.00E+00,1118.516081,1097.624075,0.977998794,-0.032095408,
PGp (18:0),0.962563882,2.00E+00,0.998556814,2.00E+00,1087.968079,1087.98008,0.997003379,-0.0043297,
PGp (20:0),0.420296894,2.00E+00,0.998556814,2.00E+00,1145.48408,1091.292073,0.949831928,-0.074255843,
PGp (28:0),0.898929095,2.00E+00,0.998556814,2.00E+00,1082.240074,1094.308077,1.008154288,0.011716446,
PGp (30:1),0.910202638,2.00E+00,0.998556814,2.00E+00,1060.932078,1071.976073,1.007243997,0.010413207,
PGp (34:4),0.887541713,2.00E+00,0.998556814,2.00E+00,1082.356081,1095.620078,1.009082764,0.013044508,
PGp (36:5),0.978737285,2.00E+00,0.998556814,2.00E+00,1071.952074,1076.916072,1.001706551,0.002459934,
PGp (38:6),0.807023843,2.00E+00,0.998556814,2.00E+00,1085.20808,1105.832075,1.015736289,0.02252589,
PGp (40:6),0.912411548,2.00E+00,0.998556814,2.00E+00,1074.704077,1070.748077,0.992986983,-0.010153289,
PGp (42:2),0.82334714,2.00E+00,0.998556814,2.00E+00,1070.892078,1059.096072,0.985813608,-0.020613199,
PGp (42:4),0.743294768,2.00E+00,0.998556814,2.00E+00,1073.388077,1099.620081,1.021162303,0.030212186,
PGp (42:6),0.941190386,2.00E+00,0.998556814,2.00E+00,1094.184077,1092.356076,0.995295025,-0.006803863,
PI (12:0),0.965490922,2.00E+00,0.998556814,2.00E+00,2328.812163,2342.112167,1.002702885,0.003894179,
PI (14:0),0.994439443,2.00E+00,0.998556814,2.00E+00,1118.636076,1122.864079,1.000445122,6.42E-04,
PI (14:1),0.675043553,2.00E+00,0.998556814,2.00E+00,1247.248085,1218.700081,0.973687664,-0.038469031,
PI (16:0),0.866068632,2.00E+00,0.998556814,2.00E+00,1134.948078,1125.920084,0.989292132,-0.015531491,
PI (16:1),0.663612056,2.00E+00,0.998556814,2.00E+00,1133.480082,1105.792075,0.972607387,-0.040070545,
PI (18:0),0.773251666,2.00E+00,0.998556814,2.00E+00,1150.468079,1132.99208,0.981784064,-0.026522345,
PI (18:1),0.078517541,2.00E+00,0.535703767,2.00E+00,1112.184073,1248.092086,1.118664811,0.161777822,
PI (18:2),0.593139444,2.00E+00,0.998556814,2.00E+00,1088.192075,1129.468081,1.034724257,0.049246355,
PI (18:3),0.810983477,2.00E+00,0.998556814,2.00E+00,1107.148077,1128.016082,1.015390917,0.02203526,
PI (18:4),0.934968381,2.00E+00,0.998556814,2.00E+00,1075.128078,1072.78408,0.994793325,-0.007531268,
PI (20:0),0.231334256,2.00E+00,0.998556814,2.00E+00,1185.168085,1101.340076,0.926467014,-0.110188484,
PI (20:1),0.512213633,2.00E+00,0.998556814,2.00E+00,1136.56008,1188.356083,1.042672796,0.060286493,
PI (20:2),0.846010496,2.00E+00,0.998556814,2.00E+00,1117.344078,1107.196078,0.987670881,-0.017897718,
PI (20:3),0.423355463,2.00E+00,0.998556814,2.00E+00,1139.552082,1086.460072,0.950142841,-0.073783676,
PI (20:4),0.935987072,2.00E+00,0.998556814,2.00E+00,1084.856072,1094.096076,1.005148211,0.007408246,
PI (20:5),0.92614194,2.00E+00,0.998556814,2.00E+00,1179.480083,1176.332083,0.994110492,-0.008521883,
PI (22:0),0.374636951,2.00E+00,0.998556814,2.00E+00,1193.196088,1131.648081,0.944963887,-0.081668898,
PI (22:1),0.229732399,2.00E+00,0.998556814,2.00E+00,1161.77208,1079.380078,0.926161846,-0.11066377,
PI (22:2),0.988319974,2.00E+00,0.998556814,2.00E+00,1099.872079,1102.452076,0.999064902,-0.001349692,
PI (22:4),0.759605073,2.00E+00,0.998556814,2.00E+00,1083.320073,1065.524073,0.98061352,-0.028243443,
PI (22:6),0.350083598,2.00E+00,0.998556814,2.00E+00,1144.016078,1080.948079,0.942053106,-0.086119705,
PI (24:0),0.839604264,2.00E+00,0.998556814,2.00E+00,1259.960086,1247.224086,0.987217796,-0.018559694,
PI (26:0),0.29001379,2.00E+00,0.998556814,2.00E+00,1363.092089,1277.928094,0.93507779,-0.096841706,
PI (26:1),0.971013633,2.00E+00,0.998556814,2.00E+00,1101.320082,1107.400077,1.002324542,0.003349714,
PI (28:0),0.835421701,2.00E+00,0.998556814,2.00E+00,1061.164072,1050.376073,0.986786119,-0.019190673,
PI (28:1),0.60821343,2.00E+00,0.998556814,2.00E+00,1099.396076,1067.124071,0.967747034,-0.047298113,
PI (28:2),0.776239886,2.00E+00,0.998556814,2.00E+00,1077.976076,1061.896073,0.981977309,-0.026238406,
PI (30:0),0.860647817,2.00E+00,0.998556814,2.00E+00,1098.356081,1089.812081,0.988840856,-0.016189742,
PI (30:1),0.772010159,2.00E+00,0.998556814,2.00E+00,1121.184078,1104.192075,0.981662124,-0.026701542,
PI (30:2),0.711459326,2.00E+00,0.998556814,2.00E+00,1100.492079,1130.052084,1.023906941,0.0340846,
PI (30:3),0.508272024,2.00E+00,0.998556814,2.00E+00,1085.756078,1043.944073,0.958542506,-0.061085686,
PI (30:4),0.87965021,2.00E+00,0.998556814,2.00E+00,1084.284074,1077.176077,0.990362478,-0.01397144,
PI (32:0),0.654199172,2.00E+00,0.998556814,2.00E+00,1106.436079,1141.908079,1.029013279,0.0412616,
PI (32:1),0.942113182,2.00E+00,0.998556814,2.00E+00,1145.192081,1153.648081,1.00464256,0.006682299,
PI (32:2),0.587820302,2.00E+00,0.998556814,2.00E+00,1125.260076,1168.380083,1.035181401,0.049883602,
PI (32:3),0.284514418,2.00E+00,0.998556814,2.00E+00,1132.308076,1060.616074,0.933872725,-0.098702152,
PI (32:4),0.281157326,2.00E+00,0.998556814,2.00E+00,1116.856081,1045.616069,0.933385247,-0.09945543,
PI (32:5),0.742923477,2.00E+00,0.998556814,2.00E+00,1083.240075,1063.792076,0.979234416,-0.030273831,
PI (34:0),0.499161951,2.00E+00,0.998556814,2.00E+00,1130.476077,1183.92009,1.044039591,0.062176421,
PI (34:1),6.21E-04,1.00E+00,0.008633168,1.00E+00,1261.876089,1572.676112,1.242073086,0.312750068,
PI (34:2),4.58E-09,1.00E+00,1.68E-07,1.00E+00,1596.072121,2316.840161,1.445507408,0.531576003,
PI (34:3),0.387510044,2.00E+00,0.998556814,2.00E+00,2282.072161,2416.80817,1.055389874,0.077776047,
PI (34:4),0.08455813,2.00E+00,0.556674354,2.00E+00,28261.19014,25512.15399,0.899912727,-0.152142998,
PI (34:5),0.25479207,2.00E+00,0.998556814,2.00E+00,5167.700326,4829.528326,0.932188307,-0.101306678,
PI (34:6),0.982592987,2.00E+00,0.998556814,2.00E+00,1098.400081,1100.060077,0.998606557,-0.002011715,
PI (36:0),0.901090468,2.00E+00,0.998556814,2.00E+00,1113.592078,1108.04808,0.992092033,-0.011454134,
PI (36:1),2.88E-09,1.00E+00,1.14E-07,1.00E+00,1347.064104,1965.344141,1.455112425,0.541130623,
PI (36:2),4.17E-20,1.00E+00,1.04E-17,1.00E+00,3982.688277,7061.148568,1.767670681,0.821849524,
PI (36:3),0.64562781,2.00E+00,0.998556814,2.00E+00,9226.716636,9521.404713,1.02861505,0.040703168,
PI (36:4),2.81E-04,1.00E+00,0.004216744,1.00E+00,3535.116259,2829.044204,0.798077246,-0.325399704,
PI (36:5),0.020801856,1.00E+00,0.184754944,2.00E+00,1395.896098,1209.296088,0.863480053,-0.211765244,
PI (36:6),0.854952869,2.00E+00,0.998556814,2.00E+00,1068.548074,1059.396075,0.988367916,-0.016879916,
PI (36:7),0.713475686,2.00E+00,0.998556814,2.00E+00,1067.240073,1096.004073,1.023762795,0.033881483,
PI (36:8),0.420723066,2.00E+00,0.998556814,2.00E+00,1066.060072,1125.852084,1.052816977,0.074254659,
PI (38:0),0.804243674,2.00E+00,0.998556814,2.00E+00,1143.872079,1129.548077,0.984306743,-0.022820118,
PI (38:1),6.48E-05,1.00E+00,0.001104851,1.00E+00,1197.020087,1547.584113,1.288464735,0.365653052,
PI (38:2),2.35E-10,1.00E+00,1.14E-08,1.00E+00,4680.964315,6945.848531,1.479061636,0.564682174,
PI (38:3),1.81E-04,1.00E+00,0.002863656,1.00E+00,29687.55424,37421.94268,1.257352349,0.330388994,
PI (38:4),0.068575284,2.00E+00,0.480988321,2.00E+00,14606.09301,16377.99308,1.117971743,0.160883724,
PI (38:5),0.023328429,1.00E+00,0.200091271,2.00E+00,4805.080381,4191.740308,0.869305977,-0.202064031,
PI (38:6),0.424431901,2.00E+00,0.998556814,2.00E+00,1331.700099,1269.876096,0.950564158,-0.073144091,
PI (38:7),0.519089893,2.00E+00,0.998556814,2.00E+00,1119.17608,1077.432078,0.959627947,-0.059452922,
PI (38:8),0.765059094,2.00E+00,0.998556814,2.00E+00,1128.896079,1110.66008,0.981097031,-0.027532268,
PI (38:9),0.024864219,1.00E+00,0.210854192,2.00E+00,1206.256085,1394.964101,1.153117424,0.205539433,
PI (40:0),0.871370341,2.00E+00,0.998556814,2.00E+00,1189.992083,1181.472087,0.989738281,-0.014881014,
PI (40:1),0.985570941,2.00E+00,0.998556814,2.00E+00,1115.456077,1120.280077,1.001155643,0.001666278,
PI (40:10),0.025021918,1.00E+00,0.21099943,2.00E+00,1228.456083,1420.652094,1.152825227,0.205173811,
PI (40:2),0.939077942,2.00E+00,0.998556814,2.00E+00,1241.904084,1251.124082,1.004870746,0.007009943,
PI (40:3),3.70E-06,1.00E+00,7.93E-05,1.00E+00,1354.632095,1821.012127,1.339512366,0.4217079,
PI (40:4),9.18E-08,1.00E+00,2.27E-06,1.00E+00,1434.768101,2015.440145,1.400481052,0.485922465,
PI (40:5),3.27E-04,1.00E+00,0.004713,1.00E+00,1270.072092,1600.568115,1.255514262,0.328278417,
PI (40:6),0.128860287,2.00E+00,0.749687176,2.00E+00,1212.248087,1339.372092,1.101288079,0.139191903,
PI (40:7),0.317887043,2.00E+00,0.998556814,2.00E+00,1118.824078,1196.116084,1.065771287,0.091897871,
PI (40:8),0.895773838,2.00E+00,0.998556814,2.00E+00,1156.956081,1150.884085,0.991680017,-0.01205341,
PI (40:9),0.845245154,2.00E+00,0.998556814,2.00E+00,1173.760088,1162.95608,0.987635215,-0.017949817,
PI (42:0),0.97388623,2.00E+00,0.998556814,2.00E+00,1127.024078,1132.90808,1.002091747,0.003014601,
PI (42:1),0.643414905,2.00E+00,0.998556814,2.00E+00,1144.012083,1114.03208,0.970880322,-0.042634625,
PI (42:10),0.850314125,2.00E+00,0.998556814,2.00E+00,1131.44808,1148.840079,1.012114686,0.017372776,
